date,ticker,am_return,pm_return,is_stress
2026-01-28,MARA,-0.014939,0.006635,False
2026-01-28,COST,-0.010490,0.006497,False
2026-01-29,BIDU,-0.021234,0.022081,False
2026-01-29,TXN,-0.008297,0.001220,False
2026-01-30,AVGO,-0.026712,0.013599,True
2026-01-30,COIN,-0.026181,0.008360,True
2026-02-02,PLTR,-0.034385,0.024563,False
2026-02-02,SNOW,-0.031914,0.003145,False
2026-02-03,SNOW,-0.084831,0.108345,False
2026-02-03,BABA,-0.027249,0.002613,False
2026-02-04,BIDU,-0.034257,0.008010,True
2026-02-04,GOOGL,-0.003387,0.004512,True
2026-02-05,IBIT,-0.021723,-0.027387,True
2026-02-05,BIDU,-0.020688,0.014024,True
2026-02-06,V,-0.006545,0.005429,False
2026-02-06,AAPL,-0.005339,0.004455,False
2026-02-09,V,-0.016447,0.018828,False
2026-02-09,TXN,-0.005198,0.011949,False
2026-02-10,IBIT,-0.012097,-0.001786,False
2026-02-10,COIN,-0.011987,-0.004246,False
2026-02-11,MARA,-0.036364,0.022911,False
2026-02-11,IBIT,-0.033903,0.010026,False
2026-02-12,BIDU,-0.044500,0.041785,False
2026-02-12,GS,-0.043904,0.041354,False
2026-02-13,BIDU,-0.008915,-0.017444,True
2026-02-13,MU,-0.007115,0.002148,True
2026-02-17,AAPL,-0.010657,-0.000196,False
2026-02-17,META,-0.007858,0.002569,False
2026-02-18,TXN,-0.034301,0.034618,False
2026-02-18,BA,-0.013574,0.019415,False
2026-02-19,PLTR,-0.009296,-0.007745,False
2026-02-19,TXN,-0.005834,0.000316,False
2026-02-20,BIDU,-0.033343,-0.002189,False
2026-02-20,BABA,-0.022316,0.000595,False
2026-02-23,GOOGL,-0.011268,0.001395,False
2026-02-23,NVDA,-0.005434,0.001839,False
2026-02-24,IBIT,-0.023680,-0.008921,True
2026-02-24,COIN,-0.014724,-0.007219,True
2026-02-25,C,-0.011139,0.003361,False
2026-02-25,BIDU,-0.010510,0.008801,False
2026-02-26,BABA,-0.029642,0.001558,False
2026-02-26,BIDU,-0.023757,-0.008941,False
2026-02-27,C,-0.040171,0.032572,True
2026-02-27,TXN,-0.008758,0.007785,True
2026-03-02,MU,-0.013102,0.020267,True
2026-03-02,MSFT,-0.010576,0.007461,True
2026-03-03,MU,-0.061379,0.013707,False
2026-03-03,COIN,-0.053524,0.018774,False
2026-03-04,BABA,-0.011766,0.012055,False
2026-03-04,BIDU,-0.009474,0.017605,False
2026-03-05,BABA,-0.031953,-0.001077,False
2026-03-05,TSM,-0.014773,-0.006611,False
2026-03-06,MU,-0.016816,0.000205,True
2026-03-06,PLTR,-0.010925,0.000331,True
2026-03-10,TSM,-0.002756,-0.013334,False
2026-03-10,COST,-0.001445,0.000878,False
2026-03-11,BIDU,-0.017121,0.007500,False
2026-03-11,BABA,-0.014382,-0.002727,False
