date,open,close,high,low,daily_return,intraday_range,vix_prior,vix_today
2025-03-31,543.9704,554.3404,555.8882,542.166,1.9063537280704985,2.5226004944386546,21.65,22.28
2025-04-01,552.0503,556.2042,558.0978,548.9175,0.7524495503398914,1.662946293118578,22.28,21.77
2025-04-02,552.1494,559.7931,562.5393,550.0377,1.3843535825629742,2.2641698062155013,21.77,21.51
2025-04-03,542.8005,533.0154,543.2566,532.2818,-1.8027065192460316,2.0218846519117193,21.51,30.02
2025-04-04,519.3242,501.1519,521.3467,500.7157,-3.499220718002359,3.97266293386675,30.02,45.31
2025-04-07,483.4059,500.2101,518.6699,477.6557,3.4762091236371,8.484422718051219,45.31,46.98
2025-04-08,516.003,492.4672,520.4643,484.9524,-4.561175031928118,6.882111150516561,46.98,52.33
2025-04-09,491.0595,538.6961,541.6307,488.809,9.70077964075636,10.756680198631738,52.33,33.62
2025-04-10,527.4339,520.1867,528.9061,504.939,-1.3740489566559944,4.544095478125319,33.62,40.72
2025-04-11,518.1841,529.3869,531.8158,515.5966,2.161934339552299,3.1300072696171113,40.72,37.56
2025-04-14,537.9526,534.334,539.5983,529.2679,-0.6726614947116186,1.9203178867431705,37.56,30.89
2025-04-15,535.6179,533.0947,538.5573,532.1926,-0.47108209042303745,1.18829113067358,30.89,30.12
2025-04-16,528.2964,521.2079,533.2587,515.8147,-1.341765720909693,3.3019342929461493,30.12,32.64
2025-04-17,522.576,521.8622,526.5961,519.4035,-0.136592572180887,1.3763739628302811,32.64,29.65
2025-04-21,516.122,509.5589,517.2125,504.0864,-1.2716179507945724,2.543216526325162,29.65,33.82
2025-04-22,514.9621,522.4075,524.7521,514.7266,1.4458151386286608,1.9468423015985215,33.82,30.57
2025-04-23,536.4754,530.8046,540.7384,529.2878,-1.0570475365692418,2.1344128733582206,30.57,28.45
2025-04-24,531.6573,541.8389,542.7212,530.8447,1.9150682215780737,2.2338638066288126,28.45,26.47
2025-04-25,542.1958,545.7846,546.3101,539.0134,0.6619011065744131,1.3457684474870495,26.47,24.84
2025-04-28,546.5579,546.201,548.7886,540.332,-0.06529957759278494,1.5472468699107598,24.84,25.15
2025-04-29,544.9519,549.3735,550.6722,543.8316,0.8113743616638481,1.2552667492305274,25.15,24.17
2025-04-30,541.7447,549.5817,551.733,536.8621,1.446622366587064,2.745001473941488,24.17,24.7
2025-05-01,554.4594,553.6563,559.218,553.0615,-0.1448437883819757,1.110360830747921,24.7,24.6
2025-05-02,560.0112,561.7462,563.491,557.5426,0.30981523226678565,1.0621930418534473,24.6,22.68
2025-05-05,558.0879,558.6827,561.7759,556.8685,0.10657819314842049,0.8793238484475185,22.68,23.64
2025-05-06,554.4197,553.9934,558.5019,552.1692,-0.07689120714867868,1.142221317171798,23.64,24.76
2025-05-07,555.4309,556.4025,558.9702,551.2572,0.17492725017640906,1.3886515856427804,24.76,23.55
2025-05-08,559.9022,560.0608,565.4044,556.8685,0.028326375570586888,1.5245341061349589,23.55,22.48
2025-05-09,562.3707,559.4362,562.6186,557.923,-0.5218088353465198,0.8349652640153572,22.48,21.9
2025-05-12,574.2477,577.8266,577.9853,572.0765,0.6232327965788937,1.0289636336375474,21.9,18.39
2025-05-13,578.4611,581.7625,584.013,577.8266,0.5707211772753704,1.0694582574351237,18.39,18.22
2025-05-14,583.7255,582.506,583.9138,580.4985,-0.2089166911502134,0.5850866546004931,18.22,18.62
2025-05-15,581.327,585.3315,585.8867,580.0641,0.6888549817916607,1.0016049486777607,18.62,17.83
2025-05-16,585.3711,589.1782,589.3863,584.2112,0.6503737543585585,0.8840716598410894,17.83,17.24
2025-05-19,584.1418,589.8226,590.4174,583.0414,0.9725035941615506,1.2627071029671375,17.24,18.14
2025-05-20,588.2264,587.7307,588.9402,584.5285,-0.08427027416655494,0.7500003400051403,18.14,18.09
2025-05-21,584.2212,577.9456,587.4829,576.8154,-1.074182176203113,1.8259351081405502,18.09,20.87
2025-05-22,576.7361,578.015,581.5741,576.404,0.22174786700538107,0.8964411972824395,20.87,20.28
2025-05-23,572.2946,574.1783,576.8056,570.6489,0.32914865875024685,1.0757920833081425,20.28,22.29
2025-05-27,580.0475,585.9759,586.2238,573.4546,1.0220542283175102,2.201405919342805,20.57,18.96
2025-05-28,586.9177,582.6547,587.67,581.936,-0.7263369293514099,0.9769683211121294,18.96,19.31
2025-05-29,586.9178,584.9251,588.0975,581.0289,-0.33951943525993133,1.204359452039101,19.31,19.18
2025-05-30,583.1009,584.3996,586.0452,578.2182,0.22272303129697446,1.3423062800966346,19.18,18.57
2025-06-02,584.3005,587.5523,587.6911,580.0275,0.5565287039802104,1.3115853914210194,18.57,18.36
2025-06-03,587.4034,590.9825,591.9442,586.7591,0.6093086965448149,0.882715353707526,18.36,17.69
2025-06-04,592.4151,590.7743,592.8067,590.3678,-0.27696795709630173,0.4116876831802547,17.69,17.61
2025-06-05,591.4385,587.9092,593.8476,585.966,-0.5967315282992097,1.3326153099603844,17.61,18.48
2025-06-06,593.9071,593.8972,595.6619,591.726,-0.0016669273696199298,0.6627130741491298,18.48,16.77
2025-06-09,593.4846,594.4028,596.0783,593.342,0.15471336577224684,0.46105661376892143,16.77,17.16
2025-06-10,595.2108,597.8727,598.2792,593.9369,0.44721970770692665,0.7295398537795197,17.16,16.95
2025-06-11,597.9124,596.227,599.8555,594.1153,-0.2818807571142649,0.9600403002178844,16.95,17.26
2025-06-12,594.5912,598.527,598.527,594.3632,0.6619337790401348,0.7002794525045171,17.26,18.02
2025-06-13,594.6408,591.8153,596.6731,590.3579,-0.47516080295869934,1.0620192896282938,18.02,20.82
2025-06-16,596.3559,597.5257,599.2508,595.0571,0.1961580324769168,0.7032210128213765,20.82,19.11
2025-06-17,595.2653,592.4101,596.574,591.6269,-0.4796516779997033,0.8310748165565804,19.11,21.6
2025-06-18,592.3756,592.3209,596.0485,591.3394,-0.009234006262228154,0.794951716444775,21.6,20.14
2025-06-20,594.9214,590.8645,596.0649,589.5022,-0.6819220152443547,1.1031205130627255,22.17,20.62
2025-06-23,590.6557,596.7311,597.1388,588.5377,1.0285856887523381,1.4561952081390181,20.62,19.83
2025-06-24,600.9669,603.3335,604.4072,599.9925,0.3937987266852714,0.7345995261968736,19.83,17.48
2025-06-25,604.7057,603.6417,605.163,602.1104,-0.17595336045285576,0.5048075452240626,17.48,16.76
2025-06-26,605.7602,608.4245,608.8421,604.9244,0.4398275093015209,0.646741070146234,16.76,16.59
2025-06-27,609.6077,611.3776,612.899,607.3705,0.2903342592293383,0.90689471278004,16.59,16.32
2025-06-30,613.1675,614.3805,615.713,611.5566,0.19782522720137083,0.6778571923658645,16.32,16.73
2025-07-01,613.0978,614.0624,615.3252,612.0339,0.15733215809941228,0.5368311548336951,16.73,16.83
2025-07-02,613.2321,616.8763,616.9758,613.1177,0.5942611288613348,0.6291418860819641,16.83,16.64
2025-07-03,619.8097,621.5994,622.733,578.5124,0.28874991791834254,7.134544683634346,16.64,16.38
2025-07-07,619.6967,617.2641,620.4957,614.3706,-0.3925468701059695,0.9884028751484539,17.48,17.79
2025-07-08,617.0951,616.7968,618.5866,616.0113,-0.048339388855954325,0.41732627596621175,17.79,16.81
2025-07-09,619.9886,620.4957,621.1818,617.3939,0.08179182649488019,0.6109628467362016,16.81,15.94
2025-07-10,620.2968,622.2955,623.3197,619.4815,0.3222167194800917,0.6187683057529927,15.94,15.78
2025-07-11,619.1036,620.0781,621.321,618.0099,0.15740499651430243,0.5348216356680869,15.78,16.4
2025-07-14,619.2528,621.2017,621.6174,618.2782,0.31471799562310915,0.5392305048923486,16.4,17.2
2025-07-15,623.3585,618.5965,624.304,618.5518,-0.7639263762345515,0.9227755777774772,17.2,17.38
2025-07-16,619.9985,620.6449,621.1917,614.5496,0.10425831675398753,1.0713090434896073,17.38,17.16
2025-07-17,621.1121,624.4233,624.8457,620.6449,0.5331082746576641,0.6763352380351241,17.16,16.52
2025-07-18,625.3302,624.0256,625.9049,622.9119,-0.2086257788285192,0.47862713171378124,16.52,16.41
2025-07-21,625.537,625.1989,627.9632,624.7813,-0.05404956061752606,0.5086669533536852,16.41,16.65
2025-07-22,624.8509,625.2685,626.1634,622.6435,0.06683194342842318,0.5633183852339826,16.65,16.5
2025-07-23,627.5356,630.5683,630.5683,626.1634,0.4832713873125249,0.7019362726194335,16.5,15.37
2025-07-24,631.0245,630.8368,632.5471,630.3993,-0.029745279303727477,0.34036713313032396,15.37,15.39
2025-07-25,631.6522,633.4221,633.9689,631.2445,0.28020166794321416,0.4313133081781313,15.39,14.93
2025-07-28,633.9541,633.3127,634.4264,631.9405,-0.10117451720875212,0.39212618074398464,14.93,15.03
2025-07-29,634.6352,631.6422,635.0528,630.7423,-0.47160951677436924,0.6792090952408638,15.03,15.98
2025-07-30,632.1891,630.8965,634.0684,627.9632,-0.20446413897362462,0.9657237051382201,15.98,15.48
2025-07-31,635.5301,628.3907,636.2261,627.1926,-1.1233771618370099,1.4214118261275122,15.48,16.72
2025-08-01,620.7791,618.1889,622.7926,615.7826,-0.4172498719753906,1.1292261611255907,16.72,20.38
2025-08-04,623.3395,627.5157,627.64,622.0369,0.6699719815606093,0.8988841554241372,20.38,17.52
2025-08-05,627.7146,624.4432,629.0223,623.4887,-0.521160412709848,0.8815471234857335,17.52,17.85
2025-08-06,625.8353,629.0868,629.8524,624.5725,0.5195456376462112,0.8436564700009728,17.85,16.77
2025-08-07,633.1039,628.7189,633.3724,625.5469,-0.6926193315188851,1.2360530396353457,16.77,16.57
2025-08-08,630.5087,633.5315,634.0336,630.1507,0.4794224092387741,0.6158360701446229,16.57,15.15
2025-08-11,633.4619,632.2289,635.3312,631.0655,-0.1946446976527019,0.6733948797867597,15.15,16.25
2025-08-12,635.7588,639.0003,639.2091,633.1834,0.509863174524692,0.94779655429072,16.25,14.73
2025-08-13,641.506,641.2276,642.5302,639.0401,-0.043397879365106425,0.544047912256469,14.73,14.49
2025-08-14,639.4676,641.2873,641.9634,638.702,0.2845648473824181,0.5100180212414173,14.49,14.83
2025-08-15,641.521,639.7958,642.4308,638.8763,-0.26892338676364025,0.5540738339041064,14.83,15.09
2025-08-18,639.7559,639.6267,640.3526,638.5429,-0.020195202576477826,0.28287351472647937,15.09,14.99
2025-08-19,638.523,636.1466,640.457,634.8639,-0.3721714018132455,0.8759433881003581,14.99,15.57
2025-08-20,635.1473,634.4562,636.0372,629.3652,-0.10880940531432723,1.050464986625941,15.57,15.69
2025-08-21,632.2957,631.9803,634.3568,630.2203,-0.049881724642434566,0.6542034051473178,15.69,16.6
2025-08-22,634.0585,641.6154,642.8384,633.6408,1.1918300913874733,1.450591704077773,16.6,14.22
2025-08-25,640.0991,638.8313,641.6353,638.712,-0.19806308116976976,0.45669490864774537,14.22,14.79
2025-08-26,638.9704,641.4762,641.8541,637.9364,0.39216214084406853,0.6131269930500642,14.79,14.62
2025-08-27,641.4066,642.9578,643.7035,640.7702,0.24184347339113668,0.45732301476160636,14.62,14.85
2025-08-28,644.141,645.2149,645.8016,641.685,0.1667181564284808,0.6390836788839808,14.85,14.43
2025-08-29,643.7433,641.3867,644.1709,639.4975,-0.36607759645808474,0.7259726042973985,14.43,15.36
2025-09-02,632.7857,636.6835,636.8625,631.324,0.615974728885302,0.8752568207530604,16.12,17.17
2025-09-03,639.229,639.9946,640.5614,636.8327,0.11976928455998545,0.5833120837759243,17.17,16.35
2025-09-04,641.2581,645.3143,645.4734,639.8654,0.6325378190154619,0.8745308636257301,16.35,15.3
2025-09-05,647.9096,643.5444,648.5161,639.6864,-0.6737359656347056,1.3627981434447034,15.3,15.18
2025-09-08,644.9862,645.1254,646.1595,643.5643,0.021581857100192187,0.4023651978910521,15.18,15.11
2025-09-09,645.4983,646.6468,647.1738,643.5544,0.1779245584380335,0.5607141025778134,15.11,15.04
2025-09-10,649.6198,648.531,650.8429,646.9451,-0.1676057287662885,0.6000124996190018,15.04,15.35
2025-09-11,650.7833,653.8855,654.6014,649.8883,0.4766870938452054,0.7242195674043961,15.35,14.71
2025-09-12,653.9352,653.6966,655.377,653.1795,-0.03648679563357646,0.33604247026310724,14.71,14.76
2025-09-15,656.083,657.1072,657.2961,655.6057,0.15610829727337308,0.2576503277786603,14.76,15.69
2025-09-16,657.6839,656.1924,658.0319,655.4765,-0.22678067685706974,0.3885453178951109,15.69,16.36
2025-09-17,656.5205,655.4466,657.9722,650.5943,-0.16357448091871932,1.1237882137724668,16.36,15.72
2025-09-18,658.2407,658.5291,661.1243,656.5305,0.04381375992095661,0.6978906044551769,15.72,15.7
2025-09-19,659.5582,661.702,662.6093,658.4415,0.3250357587851901,0.6319078437657121,15.7,15.45
2025-09-22,660.7148,664.8128,665.3413,660.2362,0.6202373550585019,0.7726631823594678,15.45,16.1
2025-09-23,665.097,661.2932,665.3911,660.0468,-0.5719165775819203,0.8035369276962743,16.1,16.64
2025-09-24,662.1855,659.1095,662.6691,657.7435,-0.4645224034654974,0.7438399058873861,16.64,16.18
2025-09-25,655.2209,656.0286,657.4799,652.4939,0.1232714035831205,0.7609647372359444,16.18,16.74
2025-09-26,658.8305,659.8175,660.4357,655.9588,0.14981091494701085,0.6795222746973615,16.74,15.29
2025-09-29,662.3501,661.672,663.3372,659.9272,-0.102377881425544,0.5148334694899392,15.29,16.12
2025-09-30,660.5154,664.1647,664.7032,659.6779,0.5524927957773641,0.7608149635875281,16.12,16.28
2025-10-01,662.5694,666.5577,667.4152,661.1236,0.6019444906450526,0.9495759991330744,16.28,16.29
2025-10-02,668.2677,667.2158,668.6067,664.8328,-0.1574069792689436,0.5647287756089403,16.29,16.63
2025-10-03,668.6922,667.2258,670.7106,666.2088,-0.21929371989084182,0.6732245418744234,16.63,16.65
2025-10-06,669.0405,669.6287,670.546,667.5,0.08791694972128428,0.4552788657786859,16.65,16.37
2025-10-07,670.9748,667.1759,671.0246,665.7202,-0.5661762557997713,0.7905512993930602,16.37,17.24
2025-10-08,668.0234,671.1044,671.2396,667.4651,0.4612113887028534,0.5650251173836109,17.24,16.3
2025-10-09,671.3637,669.21,671.9719,667.2557,-0.32079482402756626,0.7024806375441446,16.3,16.43
2025-10-10,670.5261,651.2027,671.9818,650.9335,-2.881826673115333,3.1390724387909787,16.43,21.66
2025-10-13,658.7805,661.1137,663.1876,657.8412,0.35416956027083885,0.8115601478793039,21.66,19.03
2025-10-14,654.015,660.2662,663.8856,651.2625,0.9558190561378623,1.9300933464828651,19.03,20.81
2025-10-15,664.6035,663.1377,668.2727,657.0057,-0.22055255501965582,1.6952965189018625,20.81,20.64
2025-10-16,665.0521,658.7207,666.7571,655.191,-0.9520156390754996,1.739126904493649,20.64,25.31
2025-10-17,658.5612,662.38,663.8108,656.218,0.5798701775932154,1.1529376464936003,25.31,20.78
2025-10-20,666.5976,669.3097,670.2469,665.3214,0.4068571504007761,0.7389015502005921,20.78,18.23
2025-10-21,669.544,669.3097,671.0246,668.0244,-0.034993966042554635,0.44809601758808226,18.23,17.87
2025-10-22,668.7314,665.8398,670.0375,661.3629,-0.4324008114468738,1.2971725269667396,17.87,18.6
2025-10-23,666.458,669.6686,670.7456,665.8498,0.48174078486566285,0.7345999297780218,18.6,17.3
2025-10-24,674.8442,675.1426,676.4886,673.6769,0.04421761348767835,0.41664431582874584,17.3,16.37
2025-10-27,680.6863,683.179,683.538,680.123,0.36620393270732987,0.5016995347195857,16.37,15.79
2025-10-28,684.7943,684.9738,686.8932,682.8301,0.02621225089051731,0.5933314573441927,15.79,16.42
2025-10-29,686.8184,685.2929,687.6858,680.8758,-0.2221111140877946,0.9915284739022638,16.42,16.92
2025-10-30,681.2048,677.9643,683.9368,677.8746,-0.4757012868963926,0.8899232653674727,16.92,16.91
2025-10-31,682.162,679.9984,683.0793,677.2564,-0.31716806271825276,0.8535948938815127,16.91,17.44
2025-11-03,682.7005,681.3544,683.7972,677.9544,-0.19717284519346015,0.8558364905254955,17.44,17.17
2025-11-04,672.9889,673.3778,677.9743,672.61,0.05778698578832952,0.7970859549095026,17.17,19.0
2025-11-05,672.5253,675.5314,678.8717,672.2012,0.44698690145931264,0.9918585962491018,19.0,18.01
2025-11-06,675.0534,668.3126,675.4018,666.7671,-0.9985580400009889,1.2791136227148774,18.01,19.5
2025-11-07,664.3442,668.9806,669.1202,659.2741,0.6978912437257645,1.4820781155310725,19.5,19.08
2025-11-10,675.8207,679.3403,680.1878,673.0587,0.520789019927914,1.05488038469375,19.08,17.6
2025-11-11,678.079,680.9057,681.5738,676.7479,0.4168688309179423,0.7117017338687746,17.6,17.28
2025-11-12,682.2318,681.3345,682.9597,678.9564,-0.13152421215193616,0.5867946935337766,17.28,17.51
2025-11-13,678.074,670.0974,678.8717,668.5619,-1.176361282101948,1.52045351982232,17.51,20.0
2025-11-14,661.672,669.9877,673.6869,661.328,1.2567707262812984,1.8678287731685883,20.0,19.83
2025-11-17,669.1801,663.746,671.7425,660.2362,-0.8120534367355002,1.7194623689496886,19.83,22.38
2025-11-18,660.9641,658.2122,663.1776,653.9447,-0.41634636434868066,1.3968837339274511,22.38,24.69
2025-11-19,659.4685,660.7148,665.3911,656.8212,0.18898552394845536,1.299516201304547,24.69,23.66
2025-11-20,671.3637,650.6244,673.5871,649.9863,-3.089130377469017,3.5153524088359167,23.66,26.42
2025-11-21,653.5359,657.1353,662.6093,648.9493,0.5507578084080859,2.090168267726374,26.42,23.43
2025-11-24,663.0837,666.8469,668.1032,659.6579,0.5675301624817475,1.273640115116685,23.43,20.52
2025-11-25,667.5199,673.0387,674.2352,662.5395,0.8267618688221793,1.7521125587416926,20.52,18.56
2025-11-26,676.3042,677.6453,679.7092,674.7438,0.19829833971162428,0.7341962389114314,18.56,17.19
2025-11-28,679.4998,681.6236,682.3016,671.7475,0.3125534400451567,1.5532160568700775,17.21,16.35
2025-12-01,677.6851,678.2834,680.9954,676.7579,0.08828584249528205,0.6252904188095721,16.35,17.24
2025-12-02,679.8289,679.4899,681.823,677.3436,-0.0498654882132757,0.6589010852583557,17.24,16.59
2025-12-03,678.5127,681.813,682.9098,677.7051,0.48640209682147334,0.767074809358764,16.59,16.08
2025-12-04,681.9128,682.4013,683.3685,679.3503,0.07163672539950043,0.5892542272267206,16.08,15.78
2025-12-05,684.0664,683.6477,686.3797,682.5808,-0.06120750851087818,0.5553408265630358,15.78,15.41
2025-12-08,684.1162,681.6336,684.6348,679.5796,-0.3628915672513014,0.7389387943159383,15.41,16.66
2025-12-09,681.4142,681.0553,683.3835,680.5966,-0.05266987391810478,0.40898766124921665,16.66,16.93
2025-12-10,680.138,685.4524,686.958,679.3204,0.7813708394472852,1.1229485780826862,16.93,15.77
2025-12-11,682.6806,687.1325,687.2372,680.1729,0.6521204791816295,1.0347884501185478,15.77,14.85
2025-12-12,686.4046,679.7292,686.8682,677.191,-0.9725167925739379,1.4098390366264986,14.85,15.74
2025-12-15,681.9576,678.7121,683.7574,677.2664,-0.475909352722221,0.951818705444442,15.74,16.5
2025-12-16,677.5755,676.8775,679.091,673.0088,-0.10301435043031795,0.8976416650247916,16.5,16.48
2025-12-17,677.7898,669.3396,678.4479,669.2349,-1.2467287055662384,1.3592709716198097,16.48,17.62
2025-12-18,675.8306,674.5045,678.752,672.9291,-0.19621780961086946,0.8615916473743576,17.62,16.87
2025-12-19,678.2199,680.59,681.09,676.47,0.3494589291762125,0.6811949929514018,16.87,14.91
2025-12-22,683.67,684.79,685.36,680.5868,0.16382172685652502,0.6981730952067481,14.91,14.08
2025-12-23,685.02,687.91,688.2,683.87,0.4218854923943807,0.632098332895396,14.08,14.0
2025-12-24,688.28,689.885,690.83,670.292,0.23318998082176123,2.983960016272449,14.0,13.47
2025-12-26,690.945,690.25,691.66,689.27,-0.1005868773925638,0.3459030747744012,13.47,13.6
2025-12-29,688.06,687.84,689.2,686.07,-0.03197395575965957,0.4549021887626073,13.6,14.2
2025-12-30,687.34,686.94,688.555,686.58,-0.05819536182965887,0.28733959903394374,14.2,14.33
2025-12-31,686.81,681.84,687.36,681.71,-0.7236353576680471,0.8226438170673079,14.33,14.95
2026-01-02,684.772,683.17,686.87,679.82,-0.23394648145661462,1.0295397592191202,14.95,14.51
2026-01-05,687.06,687.73,689.43,686.375,0.09751695630659227,0.4446482112188092,14.51,14.9
2026-01-06,688.37,691.8,692.315,687.78,0.4982785420631274,0.6588026787919407,14.9,14.75
2026-01-07,691.8644,689.59,693.96,689.32,-0.3287349370772674,0.670651647924071,14.75,15.38
2026-01-08,688.395,689.44,690.615,687.49,0.151802380900511,0.45395448833881713,15.38,15.45
2026-01-09,690.92,693.99,695.31,689.18,0.44433508944596334,0.8872228333236837,15.45,14.49
2026-01-12,691.88,695.16,696.09,690.63,0.4740706480892601,0.7891541885876217,14.49,15.12
2026-01-13,695.85,693.75,696.09,691.35,-0.30178917870230976,0.6811812890709218,15.12,15.98
2026-01-14,691.575,690.44,691.72,686.04,-0.16411813613852305,0.8213136680765012,15.98,16.75
2026-01-15,694.29,692.18,695.45,691.25,-0.3039075890478062,0.6049345374411335,16.75,15.84
2026-01-16,693.958,691.58,694.25,690.1,-0.34267203490700143,0.5980189002792644,15.84,15.86
2026-01-20,682.65,677.61,684.77,676.57,-0.7382992748846354,1.2012012012011912,18.84,20.09
2026-01-21,679.55,685.33,688.735,678.13,0.85056287248916,1.560591567949381,20.09,16.9
2026-01-22,689.94,688.93,691.125,686.92,-0.14638954111953278,0.609473287532255,16.9,15.64
2026-01-23,687.72,689.185,690.96,687.16,0.21302274181351685,0.5525504565811767,15.64,16.09
2026-01-26,691.28,692.71,694.13,689.92,0.20686263163986573,0.60901516028238,16.09,16.15
2026-01-27,694.23,695.54,696.53,693.57,0.1886982700257761,0.42637166356969913,16.15,16.35
2026-01-28,697.35,695.42,697.84,693.94,-0.2767620276762119,0.5592600559260024,16.35,16.35
2026-01-29,695.915,693.97,697.06,684.83,-0.27948815588109704,1.7573985328667878,16.35,16.88
2026-01-30,693.07,691.85,694.21,687.12,-0.17602839540017995,1.0229846913010276,16.88,17.44
2026-02-02,691.23,695.46,696.93,689.425,0.6119526062236909,1.0857456996947463,17.44,16.34
2026-02-03,696.09,689.47,696.96,684.03,-0.9510264477294609,1.857518424341689,16.34,18.0
2026-02-04,689.58,686.12,691.45,681.76,-0.5017546912613527,1.4052031671452268,18.0,18.64
2026-02-05,680.78,677.45,683.69,675.79,-0.48914480448895786,1.160433620259128,18.64,21.77
2026-02-06,683.8,690.66,692.31,680.85,1.0032173150043893,1.6759286341035278,21.77,17.76
2026-02-09,689.8699,693.92,695.87,688.34,0.5870817091744297,1.0915101528563536,17.76,17.36
2026-02-10,695.04,692.11,696.54,691.66,-0.42155847145487313,0.7021178637200731,17.36,17.79
2026-02-11,696.1074,691.91,697.14,689.18,-0.6029816663348236,1.1435017067768618,17.79,17.65
2026-02-12,694.95,681.29,695.35,680.37,-1.9656090366213512,2.155550759047416,17.65,20.82
2026-02-13,681.18,681.63,686.28,677.52,0.06606183387651508,1.286003699462696,20.82,20.6
2026-02-17,681.74,682.78,684.94,675.78,0.15255082582802296,1.3436207351776457,21.2,20.29
2026-02-18,683.5,686.26,689.15,682.83,0.40380395025603383,0.9246525237746798,20.29,19.62
2026-02-19,683.95,684.52,686.18,681.5475,0.083339425396584,0.6773155932451109,19.62,20.23
2026-02-20,683.33,689.36,690.06,681.73,0.8824433289918446,1.2190303367333393,20.23,19.09
2026-02-23,689.39,682.41,690.0,680.371,-1.0124893021366743,1.3967420473171963,19.09,21.01
2026-02-24,680.79,687.36,688.35,680.0,0.9650553033975308,1.2265162531764602,21.01,19.55
2026-02-25,690.84,693.08,693.68,690.1,0.32424295061085184,0.5182097157084024,19.55,17.93
2026-02-26,692.27,689.32,693.3,684.35,-0.42613431175696365,1.2928481661779265,17.93,18.63
2026-02-27,683.7942,686.22,686.86,681.64,0.3547558607545927,0.7633875806492695,18.63,19.86
2026-03-02,681.2,686.37,688.62,678.02,0.7589547856723369,1.5560775102759867,19.86,21.44
2026-03-03,674.54,680.27,682.61,669.66,0.8494677854537934,1.9198268449610172,21.44,23.57
2026-03-04,682.8,685.16,687.09,679.62,0.34563561804335297,1.094024604569424,23.57,21.15
2026-03-05,684.13,681.44,685.53,675.61,-0.3932001227836728,1.4500168096706707,21.15,23.75
