ticker,date,bar_slot,direction,open,high,low,close,ema9,ema21,ema_spread_pct,rsi,adx,adx_slope,atr,atr_pct,vix_prior_close,cross_bar_body_pct,is_anomaly_bar,bar_idx
BABA,2025-06-09,2,UP,119.19,119.72,118.83,119.35,117.3212,117.109,0.1812,57.04,25.53,0.9027,3.1393,2.6303,16.77,0.1342,False,775
BABA,2025-06-13,1,DOWN,113.81,116.62,112.95,113.51,116.7808,117.0932,-0.2668,36.24,26.94,-0.963,2.7793,2.4485,18.02,0.2636,False,782
BABA,2025-07-15,2,UP,114.75,116.79,114.31,116.45,110.3529,109.959,0.3582,65.97,18.7,1.0127,2.2705,1.9497,17.2,1.4815,False,823
BABA,2025-08-04,1,DOWN,118.2,119.49,116.88,117.37,118.7571,118.7742,-0.0144,46.82,27.87,-0.681,2.3586,2.0095,20.38,0.7022,False,850
BABA,2025-08-07,1,UP,121.47,122.28,120.54,120.7,118.9425,118.7565,0.1566,58.54,27.49,0.6633,2.2141,1.8344,16.77,0.6339,False,856
BABA,2025-08-21,1,DOWN,118.58,119.89,117.51,119.25,120.465,120.6247,-0.1324,45.64,24.12,-1.0743,2.2335,1.873,15.69,0.565,False,876
BABA,2025-08-22,2,UP,122.32,123.4,122.12,122.89,120.986,120.8058,0.1492,57.41,23.28,0.161,2.2525,1.8329,16.6,0.466,False,879
BABA,2025-10-10,2,DOWN,172.1,172.58,158.91,159.0,174.4719,176.5815,-1.1947,31.46,40.65,-0.1639,5.2703,3.3147,16.43,7.6119,True,947
BABA,2025-10-24,2,UP,174.88,176.44,174.56,175.02,170.8778,170.442,0.2557,56.95,32.69,-1.7111,4.5542,2.6021,17.3,0.0801,False,967
BABA,2025-11-03,1,DOWN,168.56,170.43,165.6,165.72,172.2617,172.817,-0.3213,40.3,24.8,0.3642,4.4569,2.6894,17.44,1.6849,False,978
BABA,2025-12-01,2,UP,162.31,164.09,161.52,163.66,159.7414,159.6838,0.0361,56.77,19.59,0.0885,4.2967,2.6254,16.35,0.8317,False,1017
BABA,2025-12-03,1,DOWN,158.1,161.13,156.53,157.84,159.3531,159.5215,-0.1056,45.73,18.22,-0.7691,4.163,2.6375,16.59,0.1645,False,1020
BABA,2026-01-02,2,UP,154.16,156.65,153.8,156.06,150.6664,150.6663,0.0001,61.46,13.56,0.8246,2.6997,1.7299,14.95,1.2325,False,1061
BABA,2026-01-07,2,DOWN,147.65,148.14,146.89,147.62,150.8043,151.0056,-0.1333,42.59,14.24,-0.3007,3.025,2.0492,14.75,0.0203,False,1067
BABA,2026-01-08,1,UP,146.28,154.72,145.0,154.45,151.5335,151.3187,0.1419,55.05,14.34,0.0987,3.5032,2.2682,15.38,5.5852,True,1068
BABA,2026-02-03,2,DOWN,165.2,165.5,164.28,164.59,169.1397,169.6102,-0.2774,42.21,16.84,0.1404,4.2018,2.5529,16.34,0.3692,False,1103
BIDU,2021-06-28,1,UP,205.0,209.17,204.0,206.65,197.0984,197.0609,0.019,61.38,46.82,-0.9541,4.9658,2.403,,0.8049,False,6
BIDU,2021-07-22,1,DOWN,180.88,181.65,178.0,179.14,197.9953,198.3154,-0.1614,32.8,41.4,-0.4083,6.1549,3.4358,,0.962,False,12
BIDU,2021-10-22,1,UP,182.49,182.97,179.63,181.75,159.8355,158.3468,0.9402,74.48,22.88,1.2529,5.3042,2.9184,,0.4055,False,56
BIDU,2021-11-22,1,DOWN,151.34,152.99,149.48,149.6,162.813,163.4335,-0.3797,34.66,20.02,0.7169,4.8973,3.2736,,1.1497,False,68
BIDU,2022-01-25,2,UP,151.91,152.71,149.39,150.285,147.7633,147.5921,0.116,52.64,24.43,-0.2938,4.825,3.2106,,1.0697,False,97
BIDU,2022-01-28,1,DOWN,143.57,144.3499,139.1,139.5,146.4446,147.2366,-0.5379,39.05,21.6,-0.385,4.8157,3.4521,,2.8349,False,102
BIDU,2022-01-31,2,UP,152.93,157.87,152.37,157.75,149.3124,148.3523,0.6471,59.78,20.63,-0.0252,5.2782,3.3459,,3.1518,False,105
BIDU,2022-02-24,2,DOWN,142.69,144.375,141.29,143.92,148.5224,148.695,-0.1161,44.42,20.19,-0.1015,5.5875,3.8824,,0.862,False,111
BIDU,2022-02-25,2,UP,149.74,152.7,149.21,151.65,149.3732,149.0657,0.2062,52.78,18.46,-0.828,5.6362,3.7166,,1.2755,False,113
BIDU,2022-03-25,1,DOWN,144.42,147.96,144.32,145.13,149.4199,149.7775,-0.2388,45.27,14.84,-0.1723,6.1455,4.2345,,0.4916,False,122
BIDU,2022-05-27,1,UP,136.88,138.16,134.04,136.3,127.0012,126.0496,0.755,59.49,22.84,0.0217,5.7878,4.2464,,0.4237,False,154
BIDU,2022-07-26,1,DOWN,141.8,143.26,139.12,139.32,143.2715,143.6168,-0.2404,44.93,22.91,-0.9796,4.4542,3.1971,,1.7489,False,178
BIDU,2022-08-25,2,UP,150.7,151.34,149.04,150.89,141.6729,140.4451,0.8742,64.69,18.55,0.8915,4.6728,3.0968,,0.1261,False,193
BIDU,2022-09-21,1,DOWN,124.48,125.0,121.19,122.3299,139.5123,140.9088,-0.9911,34.54,21.57,-0.0485,7.1992,5.8851,,1.7273,False,202
BIDU,2022-11-29,2,UP,100.66,101.25,99.25,100.355,96.0766,95.6041,0.4942,53.86,23.23,-0.3836,4.514,4.498,,0.303,False,241
BIDU,2023-04-21,2,DOWN,125.73,125.89,124.5,124.83,143.1696,145.6151,-1.6795,30.88,40.33,-0.2457,5.5971,4.4837,,0.7158,False,299
BIDU,2023-06-21,1,UP,143.56,144.855,142.6,143.37,126.3698,125.9007,0.3726,67.22,24.84,0.8009,4.9172,3.4297,,0.1323,False,324
BIDU,2023-08-23,1,DOWN,130.1,132.52,129.035,131.11,141.0434,142.3904,-0.946,38.88,27.68,-0.0867,5.3197,4.0574,,0.7763,False,354
BIDU,2023-08-30,2,UP,141.01,148.5,141.01,146.049,140.0771,139.858,0.1567,59.1,20.03,-0.3202,4.2291,2.8957,,3.5735,False,365
BIDU,2023-09-21,1,DOWN,128.7,129.13,126.01,128.435,138.5387,139.2923,-0.541,37.49,19.65,0.2143,4.9549,3.8579,,0.2059,False,368
BIDU,2023-11-24,2,UP,124.255,124.83,123.11,123.434,116.9588,116.4899,0.4025,58.68,25.09,0.0364,3.5934,2.9112,,0.6607,False,401
BIDU,2023-12-22,2,DOWN,114.75,115.805,114.18,115.52,117.628,117.8441,-0.1834,44.26,19.45,-0.0798,3.0062,2.6024,,0.671,False,411
BIDU,2023-12-29,1,UP,118.5,120.25,117.91,120.09,117.3539,117.3308,0.0197,55.07,16.43,-0.5883,2.644,2.2017,,1.3418,False,418
BIDU,2024-01-22,1,DOWN,97.85,100.42,97.26,99.695,114.0935,115.8696,-1.5328,28.55,17.49,1.6245,3.9503,3.9624,,1.8855,False,420
BIDU,2024-02-23,2,UP,111.59,112.615,110.8,112.105,108.9714,108.7905,0.1663,57.05,18.96,-0.3619,2.7829,2.4824,,0.4615,False,443
BIDU,2024-02-28,2,DOWN,105.18,105.3,104.12,104.5,108.6819,108.9602,-0.2554,39.78,17.76,-0.1466,3.1104,2.9765,,0.6465,False,449
BIDU,2024-04-30,1,UP,106.5,107.5,104.01,104.85,102.6747,102.5836,0.0888,54.45,16.25,0.8729,3.1606,3.0144,,1.5493,False,474
BIDU,2024-05-24,1,DOWN,101.34,101.5,100.19,100.58,102.2983,102.488,-0.1851,43.18,17.56,-0.4335,2.5871,2.5721,,0.75,False,480
BIDU,2024-09-24,1,UP,92.01,93.48,90.03,91.95,87.2083,86.9748,0.2684,64.0,29.23,0.2751,2.0452,2.2243,,0.0652,False,534
BIDU,2024-10-24,2,DOWN,88.84,89.26,88.58,88.91,93.098,93.4772,-0.4057,42.44,30.13,-1.4216,3.1855,3.5828,,0.0788,False,549
BIDU,2024-12-26,2,UP,88.37,88.95,88.34,88.38,87.2321,87.1277,0.1198,52.97,18.51,-0.2509,1.9281,2.1816,,0.0113,False,577
BIDU,2024-12-27,1,DOWN,87.32,87.74,85.81,86.18,87.0216,87.0415,-0.0229,46.25,17.69,-0.823,1.9739,2.2905,,1.3055,False,578
BIDU,2025-01-27,2,UP,88.81,90.19,88.46,89.12,85.7197,85.5653,0.1804,60.78,17.36,0.407,1.9554,2.1942,,0.3491,False,591
BIDU,2025-02-19,2,DOWN,88.15,88.58,87.88,88.32,91.4017,91.5498,-0.1618,44.08,16.34,-0.6825,3.5237,3.9897,15.35,0.1929,False,623
BIDU,2025-02-21,1,UP,92.61,95.75,90.5,94.54,91.5953,91.5677,0.0301,55.72,16.19,0.3466,3.8297,4.0509,15.66,2.084,False,626
BIDU,2025-02-24,1,DOWN,92.0,92.96,86.78,86.95,90.8318,91.2357,-0.4428,43.31,15.76,-0.7558,3.9081,4.4946,18.21,5.4891,False,628
BIDU,2025-03-06,1,UP,93.5,94.3,91.83,92.42,89.2561,89.188,0.0764,57.29,11.99,0.4064,2.8721,3.1077,21.93,1.1551,False,644
BIDU,2025-03-28,2,DOWN,93.3,94.02,92.76,93.28,95.7208,95.7615,-0.0425,44.14,21.15,-1.0451,2.4981,2.6781,18.69,0.0214,False,677
BIDU,2025-04-23,1,UP,86.98,89.19,86.17,88.21,84.4991,84.2161,0.3361,59.78,20.07,0.4746,2.6653,3.0215,30.57,1.4141,False,710
BIDU,2025-05-09,1,DOWN,87.23,88.51,86.22,86.86,88.083,88.1842,-0.1148,45.45,19.6,-0.7887,2.0224,2.3284,22.48,0.4242,False,734
BIDU,2025-05-12,1,UP,90.8,92.15,86.86,89.9,88.2539,88.2324,0.0244,56.48,19.13,0.2793,2.1674,2.4109,21.9,0.9912,False,736
BIDU,2025-05-21,2,DOWN,89.5,90.24,86.08,86.65,89.0079,89.255,-0.2768,40.36,19.1,0.3495,2.412,2.7836,18.09,3.1844,False,751
BIDU,2025-06-09,1,UP,87.45,88.9597,86.8,88.48,85.6229,85.3351,0.3372,63.18,15.5,1.4079,1.7199,1.9438,16.77,1.1778,False,774
BIDU,2025-06-18,2,DOWN,85.16,85.2,84.65,84.67,86.2648,86.4155,-0.1744,41.28,15.7,0.0092,1.352,1.5968,21.6,0.5754,False,789
BIDU,2025-06-26,1,UP,87.24,87.49,86.53,86.86,86.0636,85.9801,0.0971,55.23,16.31,0.2784,1.2726,1.4651,16.76,0.4356,False,798
BIDU,2025-06-30,1,DOWN,85.515,86.13,84.8,85.74,85.9609,85.9652,-0.005,48.42,14.6,-0.6522,1.2194,1.4222,16.32,0.2631,False,802
BIDU,2025-07-01,2,UP,86.17,86.85,85.92,86.34,85.9948,85.972,0.0266,52.34,13.5,-0.1919,1.2005,1.3904,16.73,0.1973,False,805
BIDU,2025-07-02,1,DOWN,86.5,86.7,84.82,85.69,85.9339,85.9464,-0.0145,48.15,13.02,-0.4852,1.249,1.4576,16.83,0.9364,False,806
BIDU,2025-07-03,1,UP,86.04,86.89,85.8,86.61,86.0557,85.9987,0.0662,54.11,12.12,-0.4395,1.1973,1.3823,16.64,0.6625,False,808
BIDU,2025-07-14,2,DOWN,85.3,85.76,85.17,85.64,87.1219,87.2677,-0.1671,42.52,15.68,-0.7031,1.3504,1.5769,16.4,0.3986,False,821
BIDU,2025-07-15,1,UP,88.68,93.61,85.87,93.47,88.3915,87.8316,0.6375,67.44,17.27,1.588,1.8233,1.9506,17.2,5.4014,True,822
BIDU,2025-07-29,2,DOWN,88.4,88.43,86.77,87.04,89.4037,89.5107,-0.1195,41.69,22.16,-1.0456,2.0039,2.3023,15.03,1.5385,False,843
BIDU,2025-08-13,1,UP,89.85,91.32,88.7,90.94,87.5502,87.4125,0.1575,63.21,18.54,1.0911,1.8344,2.0172,14.73,1.2131,False,864
BIDU,2025-08-21,2,DOWN,87.57,88.22,87.3,88.01,88.409,88.4242,-0.0172,48.24,19.36,-0.5922,1.8472,2.0989,15.69,0.5025,False,877
BIDU,2025-08-22,1,UP,90.4001,90.5,86.7,89.16,88.5592,88.4911,0.077,53.45,18.86,-0.5009,1.9867,2.2282,16.6,1.3718,False,878
BIDU,2025-10-10,2,DOWN,130.6,131.0,121.36,121.5,133.0917,134.6605,-1.165,33.15,43.7,-1.2844,4.7753,3.9303,16.43,6.9678,False,947
BIDU,2025-10-27,2,UP,129.39,129.97,128.6,129.56,124.1377,124.0604,0.0623,59.68,30.82,-0.7783,3.4798,2.6858,16.37,0.1314,False,969
BIDU,2025-10-31,1,DOWN,121.14,122.25,120.03,120.96,124.0029,124.2982,-0.2376,42.43,24.46,-0.3353,3.2417,2.68,16.91,0.1486,False,976
BIDU,2025-11-04,2,UP,127.57,128.0,125.97,126.42,124.2163,124.1437,0.0585,54.23,22.52,-0.0434,3.3142,2.6216,17.17,0.9015,False,981
BIDU,2025-11-14,1,DOWN,119.42,121.44,117.1,118.96,125.1473,125.8744,-0.5776,37.59,22.6,0.0412,4.1383,3.4787,20.0,0.3852,False,996
BIDU,2025-12-05,1,UP,124.64,128.04,122.63,124.45,119.2348,118.6837,0.4643,64.25,25.97,0.1235,3.1843,2.5587,15.78,0.1524,False,1024
BIDU,2025-12-16,2,DOWN,119.16,119.44,118.13,118.22,121.886,122.3685,-0.3943,40.54,22.36,-1.1474,2.8806,2.4366,16.5,0.7889,False,1039
BIDU,2025-12-19,2,UP,123.82,124.86,123.7,124.79,122.5346,122.4273,0.0877,55.95,20.35,0.0296,2.8381,2.2743,16.87,0.7834,False,1045
BIDU,2026-02-02,2,DOWN,150.28,150.76,149.3,149.91,153.966,154.2517,-0.1852,43.37,22.77,-0.9608,3.92,2.6149,17.44,0.2462,False,1101
C,2021-08-24,1,UP,70.98,71.97,70.87,71.63,69.609,69.3796,0.3306,60.0,31.31,-0.4872,1.2887,1.7991,,0.9158,False,28
C,2021-09-21,2,DOWN,67.16,67.46,66.52,67.22,70.3119,70.6478,-0.4754,35.11,26.66,0.6103,1.3508,2.0096,,0.0893,False,41
C,2021-09-27,1,UP,71.79,72.56,71.5,72.36,70.8556,70.6775,0.252,58.1,21.71,-0.3845,1.2378,1.7106,,0.794,False,48
C,2021-10-27,1,DOWN,70.41,70.74,69.58,70.14,70.9093,70.966,-0.08,45.07,15.43,-0.3151,1.0505,1.4977,,0.3835,False,62
C,2022-01-26,2,UP,64.9,65.78,64.715,65.0266,62.721,62.6216,0.1586,62.39,31.47,0.2931,1.204,1.8516,,0.1951,False,99
C,2022-02-24,1,DOWN,60.25,61.06,59.82,60.4,63.2178,63.2592,-0.0654,34.49,24.99,0.1266,1.3977,2.3141,,0.249,False,110
C,2022-05-26,2,UP,53.8,54.2,53.39,54.14,52.5889,52.5337,0.105,55.78,28.98,-0.7639,1.1202,2.0691,,0.632,False,153
C,2022-06-21,1,DOWN,47.5,48.34,47.4,47.925,52.0702,52.3834,-0.5978,31.37,25.69,0.9321,1.4159,2.9544,,0.8947,False,158
C,2022-07-25,1,UP,52.46,52.94,52.11,52.71,49.618,49.3186,0.6071,60.82,29.26,-0.358,1.5436,2.9285,,0.4766,False,176
C,2022-08-29,1,DOWN,49.22,49.71,49.22,49.315,50.7997,50.8713,-0.1406,40.32,18.97,0.022,1.003,2.0339,,0.193,False,196
C,2022-10-28,2,UP,45.36,46.12,45.285,46.098,45.3288,45.2246,0.2304,54.2,28.41,-1.4615,0.9018,1.9562,,1.627,False,227
C,2022-12-22,1,DOWN,44.6,44.68,43.795,43.8299,46.5967,46.8165,-0.4694,34.9,22.68,0.8361,1.0063,2.2958,,1.7267,False,244
C,2023-01-23,1,UP,50.91,51.59,50.85,51.545,46.2941,45.9726,0.6993,73.45,25.39,1.3636,1.12,2.1729,,1.2473,False,256
C,2023-03-22,1,DOWN,45.49,45.5,44.715,45.14,49.4433,49.7838,-0.684,29.11,23.36,1.3526,1.1418,2.5295,,0.7694,False,282
C,2023-04-21,2,UP,48.755,49.055,48.49,48.98,46.9938,46.8236,0.3635,60.99,23.28,0.1408,1.0351,2.1133,,0.4615,False,299
C,2023-05-22,1,DOWN,45.81,46.1,45.45,45.905,46.9825,47.1046,-0.2593,42.03,17.7,-0.1217,0.932,2.0303,,0.2074,False,310
C,2023-06-22,1,UP,47.26,47.3,46.805,46.98,45.8593,45.7881,0.1554,56.6,20.46,-0.1381,0.9218,1.9621,,0.5925,False,326
C,2023-08-22,1,DOWN,42.24,42.38,41.72,41.735,46.4787,46.7474,-0.5749,27.55,19.9,1.3845,1.102,2.6404,,1.1955,False,352
C,2023-11-21,1,UP,45.17,45.2576,44.7,45.045,40.1827,40.0439,0.3465,75.73,29.08,1.3356,1.0209,2.2664,,0.2767,False,396
C,2024-05-31,2,DOWN,61.54,61.97,61.46,61.78,62.1917,62.2249,-0.0534,48.78,28.03,-1.4299,0.9015,1.4592,,0.39,False,489
C,2024-06-28,2,UP,62.61,63.13,62.6,62.81,61.7666,61.6921,0.1207,57.86,20.84,0.1495,0.8967,1.4276,,0.3194,False,501
C,2024-08-22,2,DOWN,60.15,60.63,60.11,60.39,63.3991,63.6149,-0.3392,36.19,25.34,0.3274,1.2065,1.9978,,0.399,False,519
C,2024-10-22,2,UP,61.75,63.69,61.74,63.34,62.2051,62.1464,0.0943,57.91,18.01,-0.7324,0.9246,1.4597,,2.5749,False,545
C,2025-02-24,1,DOWN,78.29,78.67,75.13,76.55,79.3487,79.5624,-0.2686,36.96,20.9,1.138,1.6088,2.1016,18.21,2.2225,False,628
C,2025-03-21,2,UP,69.41,70.2,69.23,70.19,69.2737,69.1517,0.1764,53.06,18.25,-0.8691,1.7016,2.4243,19.8,1.1238,False,667
C,2025-03-28,2,DOWN,68.59,68.87,68.21,68.23,70.0893,70.1038,-0.0207,39.66,21.78,1.2495,1.7086,2.5041,18.69,0.5249,False,677
C,2025-04-22,2,UP,62.63,63.34,62.4,63.05,61.7347,61.6892,0.0738,52.86,39.01,0.9408,3.3699,5.3449,33.82,0.6706,False,709
C,2025-08-05,1,DOWN,91.52,91.83,89.78,89.9,91.4038,91.5945,-0.2082,43.87,40.23,-0.8046,1.7003,1.8913,17.52,1.7701,False,852
C,2025-08-12,1,UP,94.1205,94.3133,90.2,93.83,91.7487,91.5543,0.2124,62.56,28.18,-0.5746,1.7645,1.8806,16.25,0.3086,False,862
C,2025-08-20,2,DOWN,91.24,91.88,90.86,91.44,92.4,92.4416,-0.045,43.93,18.56,0.0672,1.5882,1.7369,15.57,0.2192,False,875
C,2025-08-22,2,UP,93.08,94.57,93.07,94.29,92.6201,92.4902,0.1404,61.84,17.67,-0.2025,1.6373,1.7364,16.6,1.3,False,879
C,2025-10-01,2,DOWN,98.79,98.9,98.13,98.18,100.1441,100.3544,-0.2096,40.5,33.22,-1.1587,1.7632,1.7958,16.28,0.6175,False,933
C,2025-10-15,2,UP,99.6,100.37,98.24,98.71,97.3276,97.2829,0.0459,55.28,20.57,-0.2632,2.0767,2.1039,20.81,0.8936,False,953
C,2025-10-17,1,DOWN,93.09,95.97,92.89,95.52,96.9706,97.1391,-0.1735,42.85,19.82,0.3979,2.3508,2.4611,25.31,2.6104,False,956
C,2025-10-21,2,UP,97.24,97.91,97.24,97.43,97.2148,97.1952,0.0201,50.62,18.16,-0.3173,2.0482,2.1023,18.23,0.1954,False,961
C,2025-10-22,1,DOWN,97.32,98.16,94.1551,95.45,96.8618,97.0365,-0.1801,42.98,18.73,0.5681,2.188,2.2923,17.87,1.9215,False,962
C,2025-10-27,1,UP,98.19,99.9409,97.7,99.38,97.3469,97.1132,0.2407,59.05,17.99,-0.7063,1.9934,2.0059,16.37,1.2119,False,968
C,2025-11-18,1,DOWN,98.6209,99.0586,95.88,96.2,99.4574,99.8809,-0.424,38.16,17.07,1.4842,2.2537,2.3428,22.38,2.4548,False,1000
C,2025-11-26,1,UP,100.96,102.6302,100.65,101.68,99.8047,99.6392,0.1661,55.99,17.2,-0.1347,2.411,2.3712,18.56,0.7132,False,1012
C,2026-01-13,1,DOWN,117.47,118.14,115.62,116.16,118.5452,118.5884,-0.0364,42.57,36.74,-1.7731,2.0678,1.7801,15.12,1.1152,False,1074
C,2026-02-03,1,UP,115.99,118.92,115.96,117.34,115.3626,115.094,0.2334,57.72,20.36,1.0353,2.2721,1.9364,16.34,1.1639,False,1102
C,2026-02-12,2,DOWN,115.85,115.93,110.94,111.24,117.857,117.9299,-0.0619,36.86,22.55,0.5564,3.9083,3.5134,17.65,3.9793,False,1117
C,2026-04-01,1,UP,114.41,116.79,113.41,114.83,109.1464,108.6395,0.4666,63.14,16.73,1.0987,3.1755,2.7654,27.29,0.3671,False,1164
COIN,2021-06-30,2,UP,249.935,251.74,247.38,247.8362,243.687,243.6791,0.0032,51.13,43.67,-1.9053,9.8764,3.9851,,0.8397,False,11
COIN,2021-07-22,1,DOWN,232.9,234.5,225.75,228.405,240.6306,242.2906,-0.6851,40.82,42.45,-1.2211,10.7486,4.7059,,1.93,False,12
COIN,2021-08-23,1,UP,267.34,267.34,260.32,261.32,242.5025,240.6635,0.7641,61.65,25.64,0.221,10.3719,3.969,,2.2518,False,26
COIN,2021-09-22,1,DOWN,239.53,242.43,237.76,239.8,248.4036,249.2755,-0.3498,42.6,20.71,-0.3939,7.734,3.2252,,0.1127,False,42
COIN,2021-10-22,1,UP,303.0,306.0,296.59,300.41,244.2341,241.8486,0.9864,77.5,23.6,1.7505,11.2162,3.7336,,0.8548,False,56
COIN,2021-12-22,2,DOWN,246.9928,254.79,246.9928,252.85,292.6078,297.8791,-1.7696,35.59,29.11,0.0322,15.9523,6.309,,2.3714,False,81
COIN,2022-03-28,2,UP,197.95,202.17,196.1,198.2469,190.0505,189.9167,0.0705,53.3,22.75,-1.101,10.3119,5.2016,,0.15,False,125
COIN,2022-04-21,1,DOWN,149.81,153.44,142.67,143.3521,184.9969,188.9351,-2.0844,26.95,19.91,1.5364,11.9474,8.3343,,4.3107,False,132
COIN,2022-08-22,2,UP,71.72,73.1,71.0699,71.33,64.3495,63.4018,1.4947,55.65,27.05,-0.631,5.999,8.4103,,0.5438,False,187
COIN,2022-09-23,1,DOWN,61.5,63.15,59.4347,60.14,66.1133,66.8082,-1.0401,40.05,16.78,0.4583,4.2986,7.1477,,2.2114,False,206
COIN,2022-10-25,1,UP,66.27,71.4,66.18,70.54,65.8969,65.572,0.4954,57.22,13.66,-0.4504,4.1423,5.8723,,6.4433,False,220
COIN,2022-11-21,1,DOWN,43.09,44.6439,42.0,42.3647,64.5422,66.545,-3.0097,25.38,14.84,1.6657,5.5127,13.0124,,1.6832,False,230
COIN,2023-01-23,2,UP,54.5,55.6,54.01,55.45,42.1721,41.9246,0.5904,66.85,35.24,0.031,3.7221,6.7124,,1.7431,False,257
COIN,2023-04-21,2,DOWN,60.175,60.47,59.48,59.75,63.3298,63.5911,-0.411,45.3,19.1,-0.585,4.3199,7.23,,0.7063,False,299
COIN,2023-05-30,2,UP,61.5,61.75,59.24,59.9102,58.8222,58.6871,0.2302,52.4,13.84,0.4991,3.1138,5.1975,,2.585,False,321
COIN,2023-06-22,1,DOWN,57.92,59.28,55.81,56.14,58.2751,58.5218,-0.4214,43.76,13.29,-0.6955,2.988,5.3224,,3.0732,False,326
COIN,2023-06-26,1,UP,60.4,66.16,59.8,65.11,59.6975,59.0626,1.0749,62.88,13.52,1.0187,3.3183,5.0964,,7.798,False,330
COIN,2023-08-24,1,DOWN,78.7,79.02,74.89,74.95,82.4477,83.1684,-0.8665,41.56,34.14,-1.2578,4.9931,6.6619,,4.7649,False,356
COIN,2023-08-31,1,UP,83.88,84.91,82.24,82.6,81.2696,81.1166,0.1886,53.35,27.01,-0.5983,4.2272,5.1177,,1.526,False,366
COIN,2023-08-31,2,DOWN,82.51,83.0899,79.1819,79.25,80.8657,80.9469,-0.1003,48.07,25.92,-1.0916,4.2044,5.3052,,3.951,False,367
COIN,2023-10-24,1,UP,82.83,89.4,82.26,88.37,78.1193,76.933,1.5421,68.48,18.21,0.745,3.9017,4.4151,,6.6884,False,384
COIN,2023-10-27,1,DOWN,76.3,76.65,73.48,73.525,77.021,77.1105,-0.1161,44.15,16.86,-0.7399,4.104,5.5817,,3.637,False,390
COIN,2023-11-21,1,UP,105.1,106.25,101.34,102.0614,80.321,78.1588,2.7665,74.54,16.73,2.1923,5.5034,5.3922,,2.8912,False,396
COIN,2024-01-24,1,DOWN,127.7,128.6,122.6258,124.7803,140.8921,141.9307,-0.7318,42.22,43.93,-1.2908,9.8678,7.9081,,2.2864,False,424
COIN,2024-02-20,1,UP,177.39,183.88,167.75,167.81,138.8974,136.8269,1.5132,70.04,29.5,0.7949,10.2434,6.1042,,5.4005,False,436
COIN,2024-04-30,1,DOWN,216.0,223.17,209.14,209.19,225.548,227.4452,-0.8342,41.92,25.42,-0.6589,12.8427,6.1393,,3.1528,False,474
COIN,2024-05-24,2,UP,228.77,236.91,228.45,230.94,226.9944,226.9346,0.0263,53.46,19.85,-0.5233,12.5127,5.4182,,0.9486,False,481
COIN,2024-06-21,1,DOWN,230.04,233.4,222.6,223.45,230.2625,230.2989,-0.0158,46.09,16.96,-0.6326,11.6457,5.2118,,2.8647,False,490
COIN,2024-07-22,1,UP,258.42,264.5,252.84,255.83,228.5336,226.8022,0.7634,67.5,14.61,1.3033,11.4324,4.4687,,1.0022,False,502
COIN,2024-07-30,2,DOWN,232.64,233.06,225.2,225.49,237.6841,237.9661,-0.1185,42.67,14.66,-0.4852,11.2837,5.0041,,3.0734,False,515
COIN,2024-10-22,2,UP,212.05,215.95,210.15,210.56,191.0844,190.5359,0.2879,60.08,26.89,0.0394,9.6894,4.6017,,0.7027,False,545
COIN,2024-12-30,2,DOWN,249.32,256.4,248.8,255.91,266.6297,267.8776,-0.4658,46.35,24.58,-0.8207,14.0222,5.4793,,2.6432,False,581
COIN,2025-01-22,2,UP,291.52,295.41,286.28,293.9,272.8487,270.0353,1.0419,60.81,22.85,0.1476,15.3737,5.2309,,0.8164,False,585
COIN,2025-02-06,1,DOWN,280.73,284.6,274.84,276.27,283.7659,284.3413,-0.2024,45.99,18.88,0.059,12.4483,4.5058,,1.5887,False,606
COIN,2025-03-25,2,UP,202.49,206.93,200.44,201.91,195.6977,194.8589,0.4304,54.89,21.88,-0.1622,8.4635,4.1917,17.48,0.2864,False,671
COIN,2025-03-27,2,DOWN,193.72,195.33,188.4,188.4,193.7326,194.1954,-0.2383,41.93,19.8,-0.2393,8.6506,4.5916,18.33,2.7462,False,675
COIN,2025-04-15,1,UP,178.5,179.77,173.0,173.93,170.074,170.055,0.0111,51.44,29.13,-0.8193,11.2257,6.4541,30.89,2.5602,False,700
COIN,2025-06-02,1,DOWN,246.58,249.86,242.88,243.92,251.5174,251.7281,-0.0837,45.08,29.05,-0.9165,8.8009,3.6081,18.57,1.0788,False,764
COIN,2025-06-03,1,UP,249.16,257.05,246.22,256.8,251.7824,251.7629,0.0077,56.82,27.74,-0.2255,8.7786,3.4185,18.36,3.0663,False,766
COIN,2025-06-12,1,DOWN,246.27,248.97,242.98,246.14,252.8822,253.1366,-0.1005,42.7,28.31,-1.2806,7.8385,3.1846,17.26,0.0528,False,780
COIN,2025-06-18,1,UP,254.88,257.29,251.88,256.44,252.2632,251.7868,0.1892,54.82,23.63,-0.3873,7.6959,3.0011,21.6,0.6121,False,788
COIN,2025-07-28,2,DOWN,380.78,380.97,375.41,379.51,391.2604,391.9449,-0.1746,45.18,33.74,-1.678,14.353,3.782,14.93,0.3335,False,841
COIN,2025-09-10,1,UP,321.21,328.67,317.73,322.56,309.7814,308.4812,0.4215,60.65,17.78,1.0726,9.4843,2.9403,15.04,0.4203,False,902
COIN,2025-09-25,2,DOWN,315.49,317.99,311.0,311.22,323.5044,324.5572,-0.3244,38.59,28.44,-0.9605,8.9941,2.8899,16.18,1.3535,False,925
