ticker,direction,pattern,entry_time,exit_time,entry_price,exit_price,pnl,pnl_r,is_winner,exit_reason
JPM,short,MODEL4,2026-01-15 17:35:00,2026-01-15 17:40:00,309.318124,312.35557953584976,-437.3935971623632,-0.9802174299033113,False,stop_loss
GS,long,LP1,2025-04-22 17:30:00,2025-04-22 18:30:00,514.47097362,514.470953041161,-0.0019344108645782399,-6.461448959955754e-06,False,breakeven_stop
GS,short,LP1,2025-11-11 17:10:00,2025-11-11 17:20:00,802.96397508,804.2829556126918,-266.43406760375433,-0.8920934041222737,False,stop_loss
GS,short,LP2,2025-11-13 16:40:00,2025-11-13 19:55:00,799.65883624,800.88904578,-129.17200169999148,-0.43341437651534975,False,eod_exit
GS,long,LP1,2025-12-04 16:55:00,2025-12-04 16:55:00,833.8232313000001,833.4166289160257,-212.65304681858993,-0.7091716735498418,False,stop_loss
V,short,LP2,2025-05-16 18:45:00,2025-05-16 18:45:00,359.85691422,360.5787592381365,-272.1355718374573,-0.9094508657473934,False,stop_loss
V,long,LP2,2025-05-29 16:40:00,2025-05-29 16:45:00,359.22693102,361.10392684724945,707.627426873046,2.363567349801582,True,target_hit
V,long,LP1,2025-10-07 16:50:00,2025-10-07 17:05:00,350.66971992000003,349.9675871264261,-272.4275239066824,-0.9086160973106929,False,stop_loss
V,long,LP1,2025-11-18 16:50:00,2025-11-18 16:50:00,320.58970512,323.15015672875325,937.1252888036807,3.1271150355994743,True,target_hit
V,long,LP2,2025-11-18 17:15:00,2025-11-18 17:15:00,320.58970512,319.86369515989134,-275.1577748811911,-0.9187270480667568,False,stop_loss
V,short,LP1,2025-11-19 16:40:00,2025-11-19 16:40:00,322.65655577999996,323.48077970451817,-277.763462562636,-0.927522906321217,False,stop_loss
V,short,CLP,2025-11-20 17:00:00,2025-11-20 17:00:00,322.27743162,323.10157971968624,-277.7379095942583,-0.9274431308246386,False,stop_loss
V,short,MODEL4,2025-12-01 17:25:00,2025-12-01 17:50:00,330.45209636,316.0101679100752,5218.129500230058,11.638277184243591,True,trail_stop
V,short,LP1,2025-12-22 17:25:00,2025-12-22 19:55:00,350.93319931999997,351.34305456000004,-211.48530384003607,-0.7050844421644913,False,eod_exit
V,short,LP2,2025-12-31 17:00:00,2025-12-31 19:55:00,350.69394718,350.80234643999995,-42.05891287997747,-0.1403352169686011,False,eod_exit
V,long,LP2,2026-01-07 17:45:00,2026-01-07 17:50:00,355.75493676,355.2534247309225,-262.7923032366116,-0.8759896337516977,False,stop_loss
IBIT,long,LP2,2025-08-25 18:35:00,2025-08-25 18:45:00,62.752548000000004,62.670211450400004,-260.2658332856025,-0.867614896878691,False,stop_loss
IBIT,long,LP2,2025-08-26 18:15:00,2025-08-26 18:25:00,63.61272,63.460925276,-276.72178185201,-0.9224971199830017,False,stop_loss
IBIT,long,MODEL4,2025-10-01 19:20:00,2025-10-01 19:35:00,67.293456,67.10951902361258,-419.0084322105628,-0.9316642786931775,False,stop_loss
IBIT,long,LP2,2025-11-04 17:05:00,2025-11-04 19:35:00,57.061409999999995,57.061407717543595,278.38237064898163,0.9284290692667609,True,breakeven_stop
IBIT,short,LP2,2025-11-04 19:45:00,2025-11-04 19:55:00,56.958605999999996,57.051408,-110.89839000000723,-0.3697472322147671,False,eod_exit
IBIT,long,LP1,2025-11-24 18:15:00,2025-11-24 18:35:00,50.230044,50.143113371199995,-268.7895042496145,-0.8961665503126193,False,stop_loss
IBIT,short,LP2,2026-01-14 17:40:00,2026-01-14 18:15:00,55.13897,55.26001979400001,-274.9040821740185,-0.9166272451915961,False,stop_loss
TXN,long,LP2,2025-04-02 19:40:00,2025-04-02 19:50:00,168.58050935999998,170.25834152,953.3854375605774,3.182057241112695,True,trail_stop
TXN,long,LP2,2025-05-09 16:55:00,2025-05-09 17:00:00,170.09121144,169.6682739037733,-277.8699613009405,-0.926597883192735,False,stop_loss
TXN,short,LP2,2025-06-10 16:45:00,2025-06-10 16:45:00,197.62086792000002,197.81469091562468,-249.06254937768466,-0.8305768791086117,False,stop_loss
TXN,long,LP2,2025-06-23 18:20:00,2025-06-23 18:25:00,198.45278262,198.013172063476,-274.7565978275013,-0.917135417851126,False,stop_loss
TXN,short,LP2,2025-07-22 19:55:00,2025-07-22 19:55:00,184.79923276,185.236272606552,-276.64622286742303,-0.9221980702369917,False,stop_loss
TXN,short,LP2,2025-08-20 18:00:00,2025-08-20 18:05:00,197.6579605,198.0975720921,-275.19685665459576,-0.9177993174475313,False,stop_loss
TXN,long,LP2,2025-08-21 16:45:00,2025-08-21 16:45:00,198.13101828,198.04439620634184,-205.9006690854521,-0.6864810993022348,False,stop_loss
TXN,short,LP2,2025-10-07 18:00:00,2025-10-07 19:55:00,174.96290041999998,174.66852672,187.8104205999963,0.6266695295079375,True,eod_exit
TXN,long,LP1,2025-10-29 16:40:00,2025-10-29 16:40:00,159.07610886,158.644373638228,-279.33268848649413,-0.9314685412662571,False,stop_loss
TXN,short,LP2,2025-10-30 16:45:00,2025-10-30 16:55:00,157.8309275,158.2625736855,-279.27508201850003,-0.9319258789283937,False,stop_loss
TXN,short,LP2,2025-11-04 19:40:00,2025-11-04 19:50:00,158.42440878,158.42440244302364,0.009708247776188728,3.237838132512799e-05,True,breakeven_stop
TXN,short,LP2,2025-11-14 17:05:00,2025-11-14 17:10:00,158.12646837999998,158.4026497045021,-269.00061006506365,-0.8974310421733313,False,stop_loss
TXN,short,LP2,2025-11-20 18:30:00,2025-11-20 19:05:00,153.23964594,153.23963981041416,286.87320624498096,0.9568427008368106,True,breakeven_stop
TXN,short,MODEL4,2026-01-29 18:15:00,2026-01-29 18:20:00,189.84722296,190.49932809122654,-418.651494247435,-0.9312530809907643,False,stop_loss
BABA,long,LP1,2025-07-11 16:55:00,2025-07-11 16:55:00,106.781352,106.3600757296,-285.2040350607999,-0.9515206902470851,False,stop_loss
BABA,long,MODEL4,2025-09-03 17:15:00,2025-09-03 17:25:00,136.487292,136.0600745416,-422.09084889920825,-0.9397242936958405,False,stop_loss
BABA,short,LP1,2025-09-04 16:50:00,2025-09-04 16:50:00,130.97370002,131.399974760004,-282.6201526226547,-0.9422935143109747,False,stop_loss
BABA,long,LP1,2025-09-05 16:40:00,2025-09-05 16:50:00,135.27574974,135.0683453634502,-265.2701976072166,-0.8845090643646385,False,stop_loss
BABA,long,LP1,2025-12-18 18:00:00,2025-12-18 18:10:00,147.909576,147.48007408479998,-280.4647506256043,-0.9354486980006127,False,stop_loss
BABA,short,MODEL4,2025-12-26 16:50:00,2025-12-26 17:10:00,152.26954,145.86016619999998,4711.046491008021,10.47161552622967,True,trail_stop
BABA,short,LP2,2026-01-15 16:30:00,2026-01-15 17:25:00,170.81583,171.25007316600002,-278.34986940601016,-0.9279334612623311,False,stop_loss
COIN,long,LP1,2025-04-29 18:30:00,2025-04-29 18:30:00,204.420876,204.10811406951518,-265.22211705111977,-0.8843473046766289,False,stop_loss
COIN,short,MODEL4,2025-11-13 17:30:00,2025-11-13 18:05:00,284.503088,286.5658779139256,-435.24867183830133,-0.9734144046617009,False,stop_loss
COIN,short,MODEL4,2025-11-17 17:35:00,2025-11-17 19:55:00,263.84722,261.572304,323.03807200000267,0.7272677122947147,True,eod_exit
COIN,short,CLP,2025-11-28 18:25:00,2025-11-28 20:00:00,273.285332,273.2853210685867,0.0014648093783762306,4.905694141803631e-06,True,breakeven_stop
COIN,long,LP1,2025-12-26 19:05:00,2025-12-26 19:05:00,236.52729599999998,236.25767573545693,-255.0607702577256,-0.8507215410431093,False,stop_loss
COIN,short,CLP,2025-12-31 16:30:00,2025-12-31 20:00:00,226.09477199999998,227.01183866231912,-285.2077319812537,-0.951004816238941,False,stop_loss
COIN,short,CLP,2026-01-22 17:10:00,2026-01-22 20:00:00,223.55527999999998,224.40413740249224,-284.3672298349061,-0.9503111482881414,False,stop_loss
COIN,long,LP1,2026-01-22 21:45:00,2026-01-22 21:45:00,225.365064,225.12790297567406,-251.8650078341359,-0.8402860609762535,False,stop_loss
MARA,long,CLP,2025-04-22 19:10:00,2025-04-22 19:15:00,14.67,14.54921293969753,-276.96472927356496,-0.9235398366101872,False,stop_loss
MARA,long,LP1,2025-05-12 16:50:00,2025-05-12 18:40:00,16.01,16.01,214.41419999999493,0.71483313885647,True,breakeven_stop
MARA,short,LP1,2025-07-30 18:15:00,2025-07-30 18:20:00,16.569599999999998,16.6103,-240.82190000000634,-0.8027613412229087,False,stop_loss
MARA,short,LP1,2025-09-12 19:55:00,2025-09-12 19:55:00,16.34,16.3399,0.42969999999899855,0.0014326647564437012,True,eod_exit
MARA,short,LP2,2025-12-17 16:45:00,2025-12-17 17:25:00,9.93,10.03,-272.699999999999,-0.909090909090907,False,stop_loss
