ticker,trading_day,z2_high,dz_low,eod_close,compression_pct,recovery_return_pct,category,vix,vix_regime,compression_bucket,is_event_day,vix_daily_change_pct,noon_sigma,noon_mean,depth_z,zscore_bucket
AAPL,2025-03-07,239.13,236.84,238.01,0.9576381047965508,0.4940043911501383,partial_recovery,23.37,20-25,0.5-1.0%,True,6.0313630880579,1.0559400560668146,1.103679559014438,-0.13830468252323444,<1σ
AAPL,2025-03-10,229.42,223.26,226.57,2.685031819370585,1.482576368359761,partial_recovery,27.86,>=25,>1.0%,True,19.21266581086863,1.0559400560668146,1.103679559014438,1.4975776809210153,1-2σ
AAPL,2025-03-11,222.54,216.52,219.79,2.705131661723727,1.5102530944023562,partial_recovery,26.92,>=25,>1.0%,True,3.374012921751607,1.0559400560668146,1.103679559014438,1.5166127030680208,1-2σ
AAPL,2025-03-12,220.8,215.95,216.01,2.196557971014503,0.0277842093077111,failed_recovery,24.23,20-25,>1.0%,True,9.992570579494805,1.0559400560668146,1.103679559014438,1.0349814894520046,1-2σ
AAPL,2025-03-13,215.01,209.79,208.81,2.427794056090414,-0.4671338004671289,failed_recovery,24.66,20-25,>1.0%,False,1.7746595130004117,1.0559400560668146,1.103679559014438,1.253967485624196,1-2σ
AAPL,2025-03-14,213.03,211.16,212.47,0.8778106369994858,0.6203826482288323,partial_recovery,21.77,20-25,0.5-1.0%,True,11.71938361719384,1.0559400560668146,1.103679559014438,-0.21390316686751418,<1σ
AAPL,2025-03-17,213.08,209.67,213.23,1.6003379012577552,1.6979062336051902,full_recovery,20.51,20-25,>1.0%,True,5.787781350482306,1.0559400560668146,1.103679559014438,0.4703470991462144,<1σ
AAPL,2025-03-18,214.23,210.59,211.88,1.6991084348597238,0.6125646991784947,weak_recovery,21.7,20-25,>1.0%,True,5.8020477815699545,1.0559400560668146,1.103679559014438,0.5638851111143095,<1σ
AAPL,2025-03-19,217.82,213.37,214.38,2.0429712606739456,0.4733561419131044,failed_recovery,19.9,<20,>1.0%,True,8.29493087557604,1.0559400560668146,1.103679559014438,0.8895312724078288,<1σ
AAPL,2025-03-20,216.56,212.09,213.23,2.064093091983745,0.5375076618416645,weak_recovery,19.8,<20,>1.0%,False,0.5025125628140596,1.0559400560668146,1.103679559014438,0.9095341420673757,<1σ
AAPL,2025-03-21,213.92,211.73,217.43,1.023747195213163,2.6921078732347885,full_recovery,19.28,<20,>1.0%,True,2.626262626262624,1.0559400560668146,1.103679559014438,-0.07569782332058561,<1σ
AAPL,2025-03-24,219.75,217.88,219.49,0.850967007963597,0.7389388654305185,partial_recovery,17.48,<20,0.5-1.0%,True,9.336099585062245,1.0559400560668146,1.103679559014438,-0.2393247131775163,<1σ
AAPL,2025-03-25,222.94,221.85,222.77,0.4889207858616683,0.4146946134775821,partial_recovery,17.15,<20,<0.5%,False,1.8878718535469208,1.0559400560668146,1.103679559014438,-0.5821909772441389,<1σ
AAPL,2025-03-26,223.41,220.68,220.44,1.2219685779508482,-0.1087547580206675,failed_recovery,18.33,<20,>1.0%,True,6.880466472303206,1.0559400560668146,1.103679559014438,0.1120224753827556,<1σ
AAPL,2025-03-27,222.62,221.77,222.97,0.3818165483784,0.5411011408215667,full_recovery,18.69,<20,<0.5%,False,1.963993453355172,1.0559400560668146,1.103679559014438,-0.6836212022535132,<1σ
AAPL,2025-03-28,222.77,217.28,216.92,2.4644251919019657,-0.1656848306332905,failed_recovery,21.65,20-25,>1.0%,True,15.83734617442481,1.0559400560668146,1.103679559014438,1.2886580304151531,1-2σ
AAPL,2025-03-31,219.64,218.45,221.05,0.5417956656346739,1.190203707942331,full_recovery,22.28,20-25,0.5-1.0%,True,2.909930715935347,1.0559400560668146,1.103679559014438,-0.5321172259272745,<1σ
AAPL,2025-04-01,222.47,221.24,222.19,0.5528835348586281,0.4293979388898882,partial_recovery,21.77,20-25,0.5-1.0%,True,2.289048473967691,1.0559400560668146,1.103679559014438,-0.5216167537079948,<1σ
AAPL,2025-04-02,223.75,222.66,222.84,0.4871508379888283,0.0808407437348454,failed_recovery,21.51,20-25,<0.5%,False,1.1943040881947542,1.0559400560668146,1.103679559014438,-0.5838671593935619,<1σ
AAPL,2025-04-03,205.59,202.97,202.19,1.2743810496619508,-0.3842932453071888,failed_recovery,30.02,>=25,>1.0%,True,39.56299395629939,1.0559400560668146,1.103679559014438,0.1616583154192909,<1σ
AAPL,2025-04-04,198.46,190.08,187.57,4.222513352816686,-1.3204966329966432,failed_recovery,45.31,>=25,>1.0%,True,50.93271152564958,1.0559400560668146,1.103679559014438,2.953608754477351,>2σ
AAPL,2025-04-07,193.32,175.0,180.81,9.476515621767016,3.3200000000000016,weak_recovery,46.98,>=25,>1.0%,True,3.685720591480897,1.0559400560668146,1.103679559014438,7.929272134954209,>2σ
AAPL,2025-04-08,189.52,174.25,172.03,8.05719712959055,-1.2740315638450497,failed_recovery,52.33,>=25,>1.0%,True,11.387824606215414,1.0559400560668146,1.103679559014438,6.585144232975407,>2σ
AAPL,2025-04-09,179.76,177.11,198.0,1.4741878059634943,11.794929704703282,full_recovery,33.62,>=25,>1.0%,True,35.7538696732276,1.0559400560668146,1.103679559014438,0.35088000007228864,<1σ
AAPL,2025-04-10,193.17,182.22,189.63,5.668582077962411,4.066513006256172,partial_recovery,40.72,>=25,>1.0%,True,21.11838191552648,1.0559400560668146,1.103679559014438,4.323069754500467,>2σ
AAPL,2025-04-14,210.64,200.3,201.72,4.908849221420422,0.7089365951073328,failed_recovery,30.89,>=25,>1.0%,True,17.758253461128863,1.0559400560668146,1.103679559014438,3.6035849199428527,>2σ
AAPL,2025-04-15,202.43,200.25,201.27,1.0769154769550002,0.5093632958801549,weak_recovery,30.12,>=25,>1.0%,True,2.4927160893493028,1.0559400560668146,1.103679559014438,-0.025346213457541383,<1σ
AAPL,2025-04-16,198.15,195.55,193.47,1.3121372697451397,-1.063666581436979,failed_recovery,32.64,>=25,>1.0%,True,8.36653386454183,1.0559400560668146,1.103679559014438,0.19741434140415975,<1σ
AAPL,2025-04-17,196.25,195.24,196.03,0.5146496815286579,0.4046301987297644,partial_recovery,29.65,>=25,0.5-1.0%,True,9.16053921568628,1.0559400560668146,1.103679559014438,-0.5578251095803768,<1σ
AAPL,2025-04-21,192.51,189.32,192.26,1.6570567762713615,1.5529262624128448,partial_recovery,33.82,>=25,>1.0%,True,14.064080944350764,1.0559400560668146,1.103679559014438,0.5240612041162198,<1σ
AAPL,2025-04-22,198.7,197.47,198.71,0.6190236537493659,0.6279434850863469,full_recovery,30.57,>=25,0.5-1.0%,True,9.609698403311649,1.0559400560668146,1.103679559014438,-0.45898050981258115,<1σ
AAPL,2025-04-23,207.11,201.93,203.49,2.501086379218776,0.7725449413162988,weak_recovery,28.45,>=25,>1.0%,True,6.934903500163562,1.0559400560668146,1.103679559014438,1.3233770346864433,1-2σ
AAPL,2025-04-24,205.83,204.77,207.31,0.5149880969732314,1.240416076573713,full_recovery,26.47,>=25,0.5-1.0%,True,6.959578207381373,1.0559400560668146,1.103679559014438,-0.5575046222168856,<1σ
AAPL,2025-04-25,208.35,206.58,208.33,0.8495320374369962,0.8471294413786425,partial_recovery,24.84,20-25,0.5-1.0%,True,6.157914620324893,1.0559400560668146,1.103679559014438,-0.24068366392321092,<1σ
AAPL,2025-04-28,208.92,206.57,209.19,1.1248324717595226,1.268335189040037,full_recovery,25.15,>=25,>1.0%,False,1.2479871175523298,1.0559400560668146,1.103679559014438,0.020032304507772394,<1σ
AAPL,2025-04-29,211.33,208.45,210.34,1.3627975204656335,0.9066922523386974,partial_recovery,24.17,20-25,>1.0%,True,3.896620278330008,1.0559400560668146,1.103679559014438,0.24539078706452622,<1σ
AAPL,2025-04-30,210.23,208.9,211.57,0.6326404414212929,1.2781235040689265,full_recovery,24.7,20-25,0.5-1.0%,True,2.1928009929664776,1.0559400560668146,1.103679559014438,-0.44608509250769435,<1σ
AAPL,2025-05-01,213.35,210.62,211.92,1.2795875322240402,0.6172253347260388,weak_recovery,24.6,20-25,>1.0%,False,0.4048582995951331,1.0559400560668146,1.103679559014438,0.16658897652280338,<1σ
AAPL,2025-05-02,206.1,203.28,204.42,1.368267831149924,0.5608028335300995,weak_recovery,22.68,20-25,>1.0%,True,7.804878048780495,1.0559400560668146,1.103679559014438,0.2505712995878093,<1σ
AAPL,2025-05-05,199.48,198.25,197.92,0.6166031682374122,-0.1664564943253531,failed_recovery,23.64,20-25,0.5-1.0%,True,4.232804232804237,1.0559400560668146,1.103679559014438,-0.4612727663645008,<1σ
AAPL,2025-05-06,198.66,197.85,197.56,0.4077318030806414,-0.1465756886530159,failed_recovery,24.76,20-25,<0.5%,True,4.737732656514386,1.0559400560668146,1.103679559014438,-0.6590788482123463,<1σ
AAPL,2025-05-07,198.59,193.68,195.38,2.472430635983683,0.8777364725320057,weak_recovery,23.55,20-25,>1.0%,True,4.886914378029082,1.0559400560668146,1.103679559014438,1.296239373726947,1-2σ
AAPL,2025-05-08,198.9,198.16,196.56,0.3720462543992001,-0.8074283407347569,failed_recovery,22.48,20-25,<0.5%,True,4.543524416135882,1.0559400560668146,1.103679559014438,-0.6928738998124945,<1σ
AAPL,2025-05-09,199.38,196.75,197.69,1.3190891764469834,0.4777636594663266,weak_recovery,21.9,20-25,>1.0%,True,2.580071174377232,1.0559400560668146,1.103679559014438,0.20399796010666296,<1σ
AAPL,2025-05-12,210.45,207.61,210.19,1.349489189831302,1.24271470545734,partial_recovery,18.39,<20,>1.0%,True,16.027397260273965,1.0559400560668146,1.103679559014438,0.23278748580905279,<1σ
AAPL,2025-05-13,211.23,210.01,212.2,0.577569474033044,1.042807485357839,full_recovery,18.22,<20,0.5-1.0%,False,0.9244154431756482,1.0559400560668146,1.103679559014438,-0.49823859030507717,<1σ
AAPL,2025-05-14,213.29,209.94,211.76,1.570631534530449,0.8669143564828014,partial_recovery,18.62,<20,>1.0%,True,2.195389681668508,1.0559400560668146,1.103679559014438,0.4422144730973863,<1σ
AAPL,2025-05-15,212.31,210.57,210.81,0.8195563091705568,0.1139763499073985,failed_recovery,17.83,<20,0.5-1.0%,True,4.242749731471551,1.0559400560668146,1.103679559014438,-0.26907138166742983,<1σ
AAPL,2025-05-16,211.28,209.81,210.55,0.6957591821279813,0.352700061960826,partial_recovery,17.24,<20,0.5-1.0%,True,3.3090297251822767,1.0559400560668146,1.103679559014438,-0.38631016461851647,<1σ
AAPL,2025-05-20,207.83,206.48,206.24,0.6495693595727386,-0.11623401782254,failed_recovery,18.09,<20,0.5-1.0%,False,0.2756339581036423,1.0559400560668146,1.103679559014438,-0.4300530099532141,<1σ
AAPL,2025-05-21,206.41,201.4,201.44,2.427207984109293,0.0198609731876822,failed_recovery,20.87,20-25,>1.0%,True,15.36760641238254,1.0559400560668146,1.103679559014438,1.2534124617118498,1-2σ
AAPL,2025-05-22,201.67,200.55,200.76,0.5553627212773224,0.1047120418848065,failed_recovery,20.28,20-25,0.5-1.0%,True,2.8270244369908952,1.0559400560668146,1.103679559014438,-0.5192689060205712,<1σ
AAPL,2025-05-23,197.1,195.04,194.74,1.045154743784882,-0.153814602132887,failed_recovery,22.29,20-25,>1.0%,True,9.911242603550283,1.0559400560668146,1.103679559014438,-0.05542437271254792,<1σ
AAPL,2025-05-29,201.05,197.9,199.33,1.566774434220346,0.7225871652349706,weak_recovery,19.18,<20,>1.0%,False,0.6732263076126308,1.0559400560668146,1.103679559014438,0.4385617086360495,<1σ
AAPL,2025-05-30,198.88,196.18,200.04,1.357602574416728,1.9675807931491407,full_recovery,18.57,<20,>1.0%,True,3.180396246089673,1.0559400560668146,1.103679559014438,0.2404710513095859,<1σ
AAPL,2025-06-02,201.37,199.96,201.17,0.7002036053036681,0.6051210242048307,partial_recovery,18.36,<20,0.5-1.0%,False,1.1308562197092131,1.0559400560668146,1.103679559014438,-0.38210119162790795,<1σ
AAPL,2025-06-03,202.62,201.78,202.72,0.4145691442108397,0.4658539002874406,full_recovery,17.69,<20,<0.5%,True,3.6492374727668735,1.0559400560668146,1.103679559014438,-0.6526037257933085,<1σ
AAPL,2025-06-04,205.61,201.99,202.27,1.760614756091632,0.1386207237982084,failed_recovery,17.61,<20,>1.0%,False,0.4522328999434812,1.0559400560668146,1.103679559014438,0.6221330399418303,<1σ
AAPL,2025-06-05,204.13,200.94,200.02,1.5627296330769598,-0.457848113864829,failed_recovery,18.48,<20,>1.0%,True,4.940374787052817,1.0559400560668146,1.103679559014438,0.4347311870831003,<1σ
AAPL,2025-06-06,204.12,201.43,203.31,1.3178522437781686,0.933326713994934,partial_recovery,16.77,<20,>1.0%,True,9.253246753246758,1.0559400560668146,1.103679559014438,0.20282655585723786,<1σ
AAPL,2025-06-09,205.37,199.41,200.83,2.902079174173447,0.7121006970563241,failed_recovery,17.16,<20,>1.0%,True,2.3255813953488405,1.0559400560668146,1.103679559014438,1.7031266167302352,1-2σ
AAPL,2025-06-10,203.73,201.13,202.13,1.276198890688654,0.4971908715755978,weak_recovery,16.95,<20,>1.0%,False,1.2237762237762286,1.0559400560668146,1.103679559014438,0.1633798535087488,<1σ
AAPL,2025-06-11,202.55,199.05,198.24,1.7279684028634903,-0.4069329314242664,failed_recovery,17.26,<20,>1.0%,False,1.828908554572285,1.0559400560668146,1.103679559014438,0.591216177719799,<1σ
AAPL,2025-06-12,198.32,197.48,198.59,0.4235578862444552,0.5620822361758222,full_recovery,18.02,<20,<0.5%,True,4.403244495944368,1.0559400560668146,1.103679559014438,-0.6440911762579713,<1σ
AAPL,2025-06-13,197.28,196.31,195.85,0.4916869424168689,-0.2343232642249543,failed_recovery,20.82,20-25,<0.5%,True,15.538290788013324,1.0559400560668146,1.103679559014438,-0.5795713621066054,<1σ
AAPL,2025-06-16,198.08,196.42,197.76,0.8380452342488011,0.6822115874147253,partial_recovery,19.11,<20,0.5-1.0%,True,8.21325648414986,1.0559400560668146,1.103679559014438,-0.25156193596355897,<1σ
AAPL,2025-06-17,197.78,195.87,195.04,0.965719486297905,-0.4237504467248749,failed_recovery,21.6,20-25,0.5-1.0%,True,13.029827315541612,1.0559400560668146,1.103679559014438,-0.13065142469394442,<1σ
AAPL,2025-06-18,196.97,195.45,195.64,0.7716911204752045,0.0972115630596048,failed_recovery,20.14,20-25,0.5-1.0%,True,6.759259259259262,1.0559400560668146,1.103679559014438,-0.31440083803225555,<1σ
AAPL,2025-06-20,199.33,197.3,200.31,1.0184116791250697,1.5255955397871217,full_recovery,20.62,20-25,>1.0%,True,6.991429860171405,1.0559400560668146,1.103679559014438,-0.08075068219968437,<1σ
AAPL,2025-06-23,201.68,198.35,200.94,1.651130503768352,1.305772624149233,partial_recovery,19.83,<20,>1.0%,True,3.831231813773048,1.0559400560668146,1.103679559014438,0.5184488850560983,<1σ
AAPL,2025-06-25,202.56,200.48,200.99,1.0268562401263883,0.2543894652833297,failed_recovery,16.76,<20,>1.0%,True,4.118993135011436,1.0559400560668146,1.103679559014438,-0.07275348486561117,<1σ
AAPL,2025-06-26,200.74,199.03,200.33,0.851848161801339,0.65316786414109,partial_recovery,16.59,<20,0.5-1.0%,False,1.0143198090692225,1.0559400560668146,1.103679559014438,-0.23849023982585263,<1σ
AAPL,2025-06-27,202.37,200.96,200.49,0.6967435884765512,-0.2338773885350312,failed_recovery,16.32,<20,0.5-1.0%,False,1.6274864376130171,1.0559400560668146,1.103679559014438,-0.3853779087173277,<1σ
AAPL,2025-06-30,200.76,199.24,204.49,0.7571229328551414,2.6350130495884363,full_recovery,16.73,<20,0.5-1.0%,True,2.512254901960785,1.0559400560668146,1.103679559014438,-0.32819725340296035,<1σ
AAPL,2025-07-01,209.55,206.46,207.23,1.4745884037222636,0.3729535987600415,failed_recovery,16.83,<20,>1.0%,False,0.5977286312014218,1.0559400560668146,1.103679559014438,0.3512593755457994,<1σ
AAPL,2025-07-02,212.32,209.58,211.76,1.2905048982667582,1.0401755892737752,partial_recovery,16.64,<20,>1.0%,False,1.1289364230540566,1.0559400560668146,1.103679559014438,0.17692797823032758,<1σ
AAPL,2025-07-03,214.0,200.64,212.77,6.242990654205614,6.045653907496025,partial_recovery,16.38,<20,>1.0%,False,1.562500000000009,1.0559400560668146,1.103679559014438,4.867048148863846,>2σ
AAPL,2025-07-07,212.47,208.88,209.3,1.6896503035722703,0.2010723860589888,failed_recovery,17.79,<20,>1.0%,False,1.7734553775743631,1.0559400560668146,1.103679559014438,0.554928038946138,<1σ
AAPL,2025-07-08,210.79,208.86,209.39,0.9156032069832432,0.253758498515739,weak_recovery,16.81,<20,0.5-1.0%,True,5.508712759977518,1.0559400560668146,1.103679559014438,-0.1781127166742259,<1σ
AAPL,2025-07-09,209.85,206.91,210.46,1.401000714796282,1.7157218114155968,full_recovery,15.94,<20,>1.0%,True,5.175490779298032,1.0559400560668146,1.103679559014438,0.2815701081454486,<1σ
AAPL,2025-07-10,212.83,211.18,211.79,0.7752666447399359,0.2888531110900583,weak_recovery,15.78,<20,0.5-1.0%,False,1.0037641154328742,1.0559400560668146,1.103679559014438,-0.3110147326902065,<1σ
AAPL,2025-07-11,211.48,209.81,210.43,0.7896727822961923,0.2955054573185284,weak_recovery,16.4,<20,0.5-1.0%,True,3.929024081115331,1.0559400560668146,1.103679559014438,-0.2973717825307849,<1σ
AAPL,2025-07-15,211.24,209.72,208.37,0.7195606892634019,-0.6437154300972698,failed_recovery,17.38,<20,0.5-1.0%,False,1.0465116279069753,1.0559400560668146,1.103679559014438,-0.36376957910073915,<1σ
AAPL,2025-07-16,211.75,208.73,209.51,1.4262101534828855,0.3736884971015192,weak_recovery,17.16,<20,>1.0%,False,1.2658227848101202,1.0559400560668146,1.103679559014438,0.30544403786500496,<1σ
AAPL,2025-07-21,214.53,212.49,211.89,0.9509159558103724,-0.2823662289990224,failed_recovery,16.65,<20,0.5-1.0%,False,1.4625228519195517,1.0559400560668146,1.103679559014438,-0.14467071528007217,<1σ
AAPL,2025-07-22,213.18,212.19,213.74,0.4643962848297256,0.7304774023281075,full_recovery,16.5,<20,<0.5%,False,0.9009009009008924,1.0559400560668146,1.103679559014438,-0.6054162549396286,<1σ
AAPL,2025-07-24,214.84,213.55,213.11,0.6004468441630945,-0.2060407398735648,failed_recovery,15.39,<20,0.5-1.0%,False,0.1301236174365735,1.0559400560668146,1.103679559014438,-0.4765731842068707,<1σ
AAPL,2025-07-25,214.58,213.39,213.31,0.5545717215024821,-0.0374900417076639,failed_recovery,14.93,<20,0.5-1.0%,True,2.988953866146854,1.0559400560668146,1.103679559014438,-0.5200180013601179,<1σ
AAPL,2025-07-28,214.19,212.76,213.39,0.6676315420888029,0.2961082910321467,weak_recovery,15.03,<20,0.5-1.0%,False,0.6697923643670439,1.0559400560668146,1.103679559014438,-0.41294769946490606,<1σ
AAPL,2025-07-29,212.74,210.18,210.71,1.203346808310615,0.2521648111142835,failed_recovery,15.98,<20,>1.0%,True,6.320691949434472,1.0559400560668146,1.103679559014438,0.09438722276283318,<1σ
AAPL,2025-07-30,210.24,208.68,208.38,0.7420091324200924,-0.1437607820586598,failed_recovery,15.48,<20,0.5-1.0%,True,3.128911138923655,1.0559400560668146,1.103679559014438,-0.34251037690671793,<1σ
AAPL,2025-07-31,209.04,207.86,206.98,0.564485265977793,-0.4233618781872528,failed_recovery,16.72,<20,0.5-1.0%,True,8.010335917312652,1.0559400560668146,1.103679559014438,-0.5106296422214022,<1σ
AAPL,2025-08-01,206.84,200.89,201.65,2.8766196093599,0.3783164916123348,failed_recovery,20.38,20-25,>1.0%,True,21.88995215311005,1.0559400560668146,1.103679559014438,1.6790158117017955,1-2σ
AAPL,2025-08-04,207.25,203.24,202.72,1.9348612786489705,-0.2558551466246851,failed_recovery,17.52,<20,>1.0%,True,14.033366045142296,1.0559400560668146,1.103679559014438,0.7871485837278812,<1σ
AAPL,2025-08-05,204.71,202.46,202.31,1.0991158223828832,-0.0740887088807693,failed_recovery,17.85,<20,>1.0%,False,1.883561643835627,1.0559400560668146,1.103679559014438,-0.004321965631793371,<1σ
AAPL,2025-08-06,214.24,213.22,212.6,0.4761015683345828,-0.2907794765969442,failed_recovery,16.77,<20,<0.5%,True,6.0504201680672365,1.0559400560668146,1.103679559014438,-0.5943310769149808,<1σ
AAPL,2025-08-07,219.53,218.04,219.46,0.678722725823354,0.651256650155942,partial_recovery,16.57,<20,0.5-1.0%,False,1.1926058437686302,1.0559400560668146,1.103679559014438,-0.4024440883263498,<1σ
AAPL,2025-08-11,228.52,227.56,226.84,0.4200945212672886,-0.3164000703111262,failed_recovery,16.25,<20,<0.5%,True,7.260726072607258,1.0559400560668146,1.103679559014438,-0.6473710641240182,<1σ
AAPL,2025-08-12,230.15,229.01,229.2,0.4953291331740234,0.0829658093533023,failed_recovery,14.73,<20,<0.5%,True,9.35384615384615,1.0559400560668146,1.103679559014438,-0.5761221220325798,<1σ
AAPL,2025-08-13,234.1,231.12,232.87,1.2729602733874368,0.7571824160609207,partial_recovery,14.49,<20,>1.0%,False,1.629327902240327,1.0559400560668146,1.103679559014438,0.16031280696324643,<1σ
AAPL,2025-08-14,233.64,230.87,232.39,1.1855846601609237,0.6583791744271589,partial_recovery,14.83,<20,>1.0%,True,2.3464458247066933,1.0559400560668146,1.103679559014438,0.07756605185673836,<1σ
AAPL,2025-08-15,232.24,229.79,231.21,1.0549431622459595,0.6179555246094329,partial_recovery,15.09,<20,>1.0%,False,1.7532029669588656,1.0559400560668146,1.103679559014438,-0.04615451084412183,<1σ
AAPL,2025-08-18,232.68,229.67,230.44,1.2936221419976015,0.3352636391344147,weak_recovery,14.99,<20,>1.0%,False,0.6626905235255112,1.0559400560668146,1.103679559014438,0.17988008115788814,<1σ
AAPL,2025-08-19,232.43,229.62,230.12,1.20896614034333,0.2177510669802282,failed_recovery,15.57,<20,>1.0%,True,3.8692461641094074,1.0559400560668146,1.103679559014438,0.09970886199834635,<1σ
AAPL,2025-08-20,227.35,225.46,225.53,0.83131735210028,0.0310476359442886,failed_recovery,15.69,<20,0.5-1.0%,False,0.7707129094412281,1.0559400560668146,1.103679559014438,-0.25793339815960553,<1σ
AAPL,2025-08-21,225.59,223.35,224.48,0.9929518152400412,0.5059323931049902,partial_recovery,16.6,<20,0.5-1.0%,True,5.799872530274072,1.0559400560668146,1.103679559014438,-0.10486177045583207,<1σ
AAPL,2025-08-22,228.28,226.49,227.32,0.784124759067808,0.366462095456746,weak_recovery,14.22,<20,0.5-1.0%,True,14.337349397590366,1.0559400560668146,1.103679559014438,-0.3026258906560602,<1σ
AAPL,2025-08-25,228.86,227.88,226.72,0.428209385650624,-0.5090398455327351,failed_recovery,14.79,<20,<0.5%,True,4.00843881856539,1.0559400560668146,1.103679559014438,-0.6396860972201566,<1σ
AAPL,2025-08-27,230.27,229.16,230.06,0.4820428192990895,0.3927386978530309,partial_recovery,14.85,<20,<0.5%,False,1.573187414500687,1.0559400560668146,1.103679559014438,-0.588704572900504,<1σ
AAPL,2025-08-29,232.71,231.29,231.83,0.6102015383954347,0.2334731289722947,weak_recovery,15.36,<20,0.5-1.0%,True,6.444906444906443,1.0559400560668146,1.103679559014438,-0.46733525997405523,<1σ
