ticker,trading_day,z2_high,dz_low,eod_close,compression_pct,recovery_return_pct,category,vix,vix_regime,compression_bucket,is_event_day,vix_daily_change_pct
NVDA,2025-06-10,143.11,142.62,143.93,0.342393962686052,0.9185247510868056,full_recovery,16.95,<20,<0.5%,False,1.2237762237762286
NVDA,2025-06-11,144.67,142.76,142.82,1.3202460772793232,0.04202857943401673,failed_recovery,17.26,<20,>1.0%,False,1.828908554572285
NVDA,2025-06-12,144.98,143.95,144.98,0.7104428196992697,0.7155262243834672,partial_recovery,18.02,<20,0.5-1.0%,True,4.403244495944368
NVDA,2025-06-13,143.34,142.46,141.94,0.6139249337240096,-0.36501474097993136,failed_recovery,20.82,20-25,0.5-1.0%,True,15.538290788013324
NVDA,2025-06-16,146.16,143.31,144.66,1.9499178981937564,0.9420138162026337,weak_recovery,19.11,<20,>1.0%,True,8.21325648414986
NVDA,2025-06-17,145.02,144.22,144.02,0.5516480485450361,-0.13867702121757636,failed_recovery,21.6,20-25,0.5-1.0%,True,13.029827315541612
NVDA,2025-06-18,145.6,144.88,145.45,0.4945054945054937,0.3934290447266657,partial_recovery,20.14,20-25,<0.5%,True,6.759259259259262
NVDA,2025-06-20,145.73,143.44,143.76,1.5713991628353752,0.22308979364193612,failed_recovery,20.62,20-25,>1.0%,True,6.991429860171405
NVDA,2025-06-23,144.28,142.01,144.16,1.5733296368173069,1.5139778888810689,partial_recovery,19.83,<20,>1.0%,True,3.8312318137730483
NVDA,2025-06-24,147.41,146.64,147.81,0.522352621938817,0.7978723404255428,full_recovery,17.48,<20,0.5-1.0%,True,11.850731215330299
NVDA,2025-06-25,152.98,150.08,154.29,1.8956726369459913,2.8051705756929497,full_recovery,16.76,<20,>1.0%,True,4.1189931350114355
NVDA,2025-06-26,156.7,155.1,155.06,1.0210593490746613,-0.025789813023850444,failed_recovery,16.59,<20,>1.0%,False,1.0143198090692225
NVDA,2025-06-27,158.69,156.94,157.72,1.102779003087781,0.49700522492672433,weak_recovery,16.32,<20,>1.0%,False,1.6274864376130171
NVDA,2025-06-30,158.25,157.55,157.85,0.44233807266981906,0.19041574103458137,weak_recovery,16.73,<20,<0.5%,True,2.512254901960785
NVDA,2025-07-01,156.28,152.33,153.27,2.527514717174295,0.6170813365719147,failed_recovery,16.83,<20,>1.0%,False,0.5977286312014218
NVDA,2025-07-02,157.58,156.51,157.22,0.6790201802259307,0.4536451344962034,partial_recovery,16.64,<20,0.5-1.0%,False,1.1289364230540566
NVDA,2025-07-03,160.96,158.56,159.3,1.491053677932409,0.46670030272452645,weak_recovery,16.38,<20,>1.0%,False,1.5625000000000093
NVDA,2025-07-07,158.82,157.67,158.23,0.7240901649666325,0.35517219509101433,weak_recovery,17.79,<20,0.5-1.0%,False,1.7734553775743633
NVDA,2025-07-09,164.3,162.51,162.81,1.0894704808277664,0.18460402436773823,failed_recovery,15.94,<20,>1.0%,True,5.175490779298032
NVDA,2025-07-10,163.23,162.55,164.09,0.4165900876064317,0.9474007997539169,full_recovery,15.78,<20,<0.5%,False,1.0037641154328742
NVDA,2025-07-11,167.87,165.91,164.86,1.1675701435634764,-0.6328732445301567,failed_recovery,16.4,<20,>1.0%,True,3.929024081115331
NVDA,2025-07-14,165.27,164.55,164.05,0.4356507533127602,-0.30385900941962923,failed_recovery,17.2,<20,<0.5%,True,4.87804878048781
NVDA,2025-07-15,172.38,170.34,170.53,1.1834319526627173,0.11154162263707745,failed_recovery,17.38,<20,>1.0%,False,1.0465116279069753
NVDA,2025-07-16,170.98,170.07,171.32,0.5322259913440149,0.7349914740989004,full_recovery,17.16,<20,0.5-1.0%,False,1.2658227848101202
NVDA,2025-07-18,173.84,171.78,172.36,1.1849976990335953,0.33764116893701973,weak_recovery,16.41,<20,>1.0%,False,0.6658595641646454
NVDA,2025-07-21,173.15,171.43,171.44,0.9933583598036378,0.005833284722622006,failed_recovery,16.65,<20,0.5-1.0%,False,1.4625228519195517
NVDA,2025-07-22,168.62,167.33,166.99,0.7650338038192338,-0.20319129863144886,failed_recovery,16.5,<20,0.5-1.0%,False,0.9009009009008924
NVDA,2025-07-23,169.86,168.51,170.81,0.7947721653126236,1.3649041599905118,full_recovery,15.37,<20,0.5-1.0%,True,6.848484848484854
NVDA,2025-07-24,173.18,172.39,173.76,0.4561727682180508,0.7947096699344536,full_recovery,15.39,<20,<0.5%,False,0.13012361743657352
NVDA,2025-07-25,174.7,173.81,173.46,0.5094447624499063,-0.20136931131695202,failed_recovery,14.93,<20,0.5-1.0%,True,2.988953866146854
NVDA,2025-07-28,175.55,174.66,176.73,0.5069780689262403,1.185159738921329,full_recovery,15.03,<20,0.5-1.0%,False,0.6697923643670439
NVDA,2025-07-29,179.33,175.81,175.49,1.9628617632298055,-0.1820146749331626,failed_recovery,15.98,<20,>1.0%,True,6.3206919494344715
NVDA,2025-07-30,179.26,178.62,179.27,0.35702331808545484,0.36390101892285615,full_recovery,15.48,<20,<0.5%,True,3.128911138923655
NVDA,2025-07-31,182.76,178.8,177.83,2.1667760998030094,-0.5425055928411626,failed_recovery,16.72,<20,>1.0%,True,8.010335917312652
NVDA,2025-08-01,176.32,172.65,173.56,2.0814428312159636,0.5270779032725147,failed_recovery,20.38,20-25,>1.0%,True,21.889952153110052
NVDA,2025-08-05,179.92,176.99,178.24,1.628501556247209,0.7062545906548392,weak_recovery,17.85,<20,>1.0%,False,1.883561643835627
NVDA,2025-08-06,179.41,177.64,179.39,0.9865670809876875,0.985138482323801,partial_recovery,16.77,<20,0.5-1.0%,True,6.0504201680672365
NVDA,2025-08-07,183.86,179.77,180.86,2.2245186554987506,0.606330310952886,weak_recovery,16.57,<20,>1.0%,False,1.1926058437686302
NVDA,2025-08-08,183.28,181.59,182.73,0.9220864251418582,0.6277878737815884,partial_recovery,15.15,<20,0.5-1.0%,True,8.569704284852142
NVDA,2025-08-11,183.81,182.83,182.06,0.5331592405200967,-0.42115626538314843,failed_recovery,16.25,<20,0.5-1.0%,True,7.260726072607258
NVDA,2025-08-12,182.73,181.73,183.08,0.5472555135992995,0.7428602872393236,full_recovery,14.73,<20,0.5-1.0%,True,9.35384615384615
NVDA,2025-08-13,182.69,179.38,181.55,1.8118123597350717,1.2097223770766061,partial_recovery,14.49,<20,>1.0%,False,1.629327902240327
NVDA,2025-08-14,183.0,180.94,181.98,1.1256830601092909,0.5747761688957621,partial_recovery,14.83,<20,>1.0%,True,2.3464458247066933
NVDA,2025-08-15,180.56,178.81,180.42,0.9692069118298627,0.9003970695151196,partial_recovery,15.09,<20,0.5-1.0%,False,1.7532029669588656
NVDA,2025-08-18,182.92,180.93,181.95,1.087907281871846,0.5637539379870568,partial_recovery,14.99,<20,>1.0%,False,0.6626905235255112
NVDA,2025-08-19,181.08,175.73,175.63,2.954495250717927,-0.056905479997720554,failed_recovery,15.57,<20,>1.0%,True,3.8692461641094065
NVDA,2025-08-20,174.98,171.78,175.37,1.8287804320493706,2.0898824077308205,full_recovery,15.69,<20,>1.0%,False,0.7707129094412281
NVDA,2025-08-21,176.47,173.79,174.95,1.518671728905767,0.6674722366073977,weak_recovery,16.6,<20,>1.0%,True,5.799872530274072
NVDA,2025-08-22,178.57,176.86,178.0,0.9576076608612755,0.644577632025323,partial_recovery,14.22,<20,0.5-1.0%,True,14.337349397590366
NVDA,2025-08-25,181.66,180.6,179.82,0.5835076516569427,-0.4318936877076418,failed_recovery,14.79,<20,0.5-1.0%,True,4.00843881856539
NVDA,2025-08-27,182.42,181.09,181.58,0.7290867229470366,0.2705836876691198,weak_recovery,14.85,<20,0.5-1.0%,False,1.573187414500687
NVDA,2025-08-28,180.7,178.36,180.18,1.2949640287769646,1.0204081632653021,partial_recovery,14.43,<20,>1.0%,True,2.828282828282828
NVDA,2025-08-29,178.02,173.13,174.26,2.746882372767113,0.6526887310113761,failed_recovery,15.36,<20,>1.0%,True,6.444906444906443
NVDA,2025-09-02,171.99,167.2,170.73,2.785045642188511,2.111244019138757,partial_recovery,17.17,<20,>1.0%,True,6.5136476426799055
NVDA,2025-09-03,172.39,170.55,170.6,1.0673472939265474,0.029316915860441477,failed_recovery,16.35,<20,>1.0%,True,4.775771694816542
NVDA,2025-09-04,171.29,170.37,171.62,0.5371008231653848,0.7336972471679286,full_recovery,15.3,<20,0.5-1.0%,True,6.4220183486238565
NVDA,2025-09-05,167.64,165.99,167.02,0.9842519685039235,0.6205193083920725,partial_recovery,15.18,<20,0.5-1.0%,False,0.7843137254902025
NVDA,2025-09-08,170.51,169.48,168.35,0.6040701425136362,-0.6667453386830278,failed_recovery,15.11,<20,0.5-1.0%,False,0.46113306982872393
NVDA,2025-09-09,168.72,167.92,170.74,0.47415836889521773,1.6793711291091127,full_recovery,15.04,<20,<0.5%,False,0.4632693580410343
NVDA,2025-09-10,179.27,177.35,177.28,1.0710102080660544,-0.039469974626441036,failed_recovery,15.35,<20,>1.0%,True,2.0611702127659606
NVDA,2025-09-11,179.76,176.94,177.08,1.5687583444592752,0.07912286650842928,failed_recovery,14.71,<20,>1.0%,True,4.16938110749185
NVDA,2025-09-12,178.59,177.45,177.78,0.6383336133042247,0.18596787827557765,weak_recovery,14.76,<20,0.5-1.0%,False,0.3399048266485311
NVDA,2025-09-15,178.08,177.05,177.78,0.5783917340521121,0.41231290595876285,partial_recovery,15.69,<20,0.5-1.0%,True,6.3008130081300795
NVDA,2025-09-16,177.04,174.8,174.85,1.2652507907817334,0.028604118993125253,failed_recovery,16.36,<20,>1.0%,True,4.2702358189929885
NVDA,2025-09-17,170.99,169.26,170.2,1.0117550733961156,0.5553586198747475,partial_recovery,15.72,<20,>1.0%,True,3.9119804400977927
NVDA,2025-09-18,176.56,175.8,176.27,0.43044857272314846,0.2673492605233213,partial_recovery,15.7,<20,<0.5%,False,0.12722646310433428
NVDA,2025-09-19,178.07,175.55,176.5,1.4151738080530027,0.541156365707769,weak_recovery,15.45,<20,>1.0%,False,1.5923566878980893
NVDA,2025-09-22,176.07,175.48,183.6,0.3350939967058576,4.6273079553225465,full_recovery,16.1,<20,<0.5%,True,4.207119741100337
NVDA,2025-09-23,181.78,178.56,178.43,1.7713719881175043,-0.07280465949820535,failed_recovery,16.64,<20,>1.0%,True,3.3540372670807397
NVDA,2025-09-24,179.54,175.39,176.87,2.3114626267127134,0.8438337419465296,weak_recovery,16.18,<20,>1.0%,True,2.764423076923082
NVDA,2025-09-25,179.96,177.39,177.67,1.4280951322516233,0.15784429787473994,failed_recovery,16.74,<20,>1.0%,True,3.4610630407910925
NVDA,2025-09-26,178.08,175.77,178.18,1.2971698113207557,1.3711099732605088,full_recovery,15.29,<20,>1.0%,True,8.661887694145754
NVDA,2025-09-29,183.87,181.27,181.82,1.4140425300484005,0.303414795608751,failed_recovery,16.12,<20,>1.0%,True,5.428384565075225
NVDA,2025-09-30,187.34,185.31,186.57,1.0835913312693504,0.6799417192811996,partial_recovery,16.28,<20,>1.0%,False,0.9925558312655095
NVDA,2025-10-01,187.85,186.47,187.16,0.7346286931061994,0.3700327130369484,weak_recovery,16.29,<20,0.5-1.0%,False,0.06142506142504921
NVDA,2025-10-02,190.43,188.76,188.91,0.8769626634458939,0.07946598855690067,failed_recovery,16.63,<20,0.5-1.0%,True,2.087170042971147
NVDA,2025-10-03,189.79,186.94,187.61,1.5016597291743476,0.3584037659142056,failed_recovery,16.65,<20,>1.0%,False,0.12026458208057472
NVDA,2025-10-06,187.09,186.0,185.52,0.582607301298842,-0.25806451612902676,failed_recovery,16.37,<20,0.5-1.0%,False,1.681681681681667
NVDA,2025-10-07,189.05,185.07,184.94,2.1052631578947465,-0.07024369157615791,failed_recovery,17.24,<20,>1.0%,True,5.314599877825274
NVDA,2025-10-08,189.41,187.68,189.05,0.9133625468560213,0.729965899403242,partial_recovery,16.3,<20,0.5-1.0%,True,5.452436194895579
NVDA,2025-10-09,194.71,192.43,192.53,1.1709722150891075,0.05196694902042005,failed_recovery,16.43,<20,>1.0%,False,0.7975460122699325
NVDA,2025-10-10,195.61,186.63,183.11,4.590767343182873,-1.8860847666505822,failed_recovery,21.66,20-25,>1.0%,True,31.832014607425446
NVDA,2025-10-13,190.1,187.99,188.31,1.1099421357180355,0.1702218203095873,failed_recovery,19.03,<20,>1.0%,True,12.142197599261307
NVDA,2025-10-14,183.16,182.07,180.06,0.5951081022057236,-1.1039710001647667,failed_recovery,20.81,20-25,0.5-1.0%,True,9.353652128218588
NVDA,2025-10-15,183.2,177.28,179.87,3.2314410480349274,1.460965703971121,weak_recovery,20.64,20-25,>1.0%,False,0.8169149447380978
NVDA,2025-10-16,183.27,179.76,181.8,1.915207071533813,1.1348464619492773,partial_recovery,25.31,>=25,>1.0%,True,22.62596899224805
NVDA,2025-10-17,183.52,182.0,183.22,0.8282476024411564,0.6703296703296697,partial_recovery,20.78,20-25,0.5-1.0%,True,17.898064006321604
NVDA,2025-10-20,185.19,183.27,182.56,1.036773043900852,-0.38740655862934903,failed_recovery,18.23,<20,>1.0%,True,12.271414821944179
NVDA,2025-10-21,182.3,181.05,181.15,0.6856829402084476,0.05523336095001066,failed_recovery,17.87,<20,0.5-1.0%,False,1.974766867800326
NVDA,2025-10-22,183.11,177.22,180.28,3.2166457320736246,1.7266674190271991,partial_recovery,18.6,<20,>1.0%,True,4.085058757694463
NVDA,2025-10-23,182.49,181.49,182.19,0.5479752315195352,0.38569618160779584,partial_recovery,17.3,<20,0.5-1.0%,True,6.9892473118279606
NVDA,2025-10-24,185.69,184.89,186.26,0.43082556949755585,0.7409811239115174,full_recovery,16.37,<20,<0.5%,True,5.375722543352599
NVDA,2025-10-27,191.46,190.77,191.42,0.3603885929175795,0.34072443256275997,partial_recovery,15.79,<20,<0.5%,True,3.543066585216871
NVDA,2025-10-28,193.96,193.26,201.02,0.3608991544648469,4.015316154403405,full_recovery,16.42,<20,<0.5%,True,3.989867004433202
NVDA,2025-10-29,212.18,205.02,207.04,3.374493354698839,0.9852697297824514,weak_recovery,16.92,<20,>1.0%,True,3.045066991473812
NVDA,2025-10-30,204.7,202.4,202.77,1.1235955056179694,0.18280632411067418,failed_recovery,16.91,<20,>1.0%,False,0.059101654846344935
NVDA,2025-10-31,206.61,202.06,202.4,2.2022167368472054,0.16826685143026993,failed_recovery,17.44,<20,>1.0%,True,3.1342400946185753
NVDA,2025-11-03,209.5,208.76,207.01,0.35322195704057713,-0.8382831960145621,failed_recovery,17.17,<20,<0.5%,False,1.5481651376146763
NVDA,2025-11-04,203.85,199.79,198.7,1.9916605347068936,-0.5455728514940704,failed_recovery,19.0,<20,>1.0%,True,10.658124635993001
NVDA,2025-11-05,202.91,200.67,195.14,1.1039377063722877,-2.755768176608363,failed_recovery,18.01,<20,>1.0%,True,5.2105263157894655
NVDA,2025-11-06,193.74,186.37,188.16,3.804067306699703,0.9604550088533519,failed_recovery,19.5,<20,>1.0%,True,8.27318156579677
NVDA,2025-11-07,183.68,179.97,188.25,2.019817073170736,4.600766794465745,full_recovery,19.08,<20,>1.0%,True,2.1538461538461626
NVDA,2025-11-10,197.66,194.93,199.02,1.3811595669331123,2.0981890935207526,full_recovery,17.6,<20,>1.0%,True,7.7568134171907595
NVDA,2025-11-11,193.86,191.42,193.23,1.258640255854754,0.9455647267788123,partial_recovery,17.28,<20,>1.0%,False,1.8181818181818195
NVDA,2025-11-12,193.97,191.38,193.84,1.3352580295922067,1.2854007733305508,partial_recovery,17.51,<20,>1.0%,False,1.331018518518521
NVDA,2025-11-13,191.16,184.55,186.95,3.4578363674408794,1.3004605797886628,weak_recovery,20.0,20-25,>1.0%,True,14.220445459737283
NVDA,2025-11-14,190.67,188.62,190.27,1.0751560287407476,0.8747746792492872,partial_recovery,19.83,<20,>1.0%,False,0.8500000000000085
NVDA,2025-11-17,188.47,186.25,186.58,1.1779062980845751,0.177181208053698,failed_recovery,22.38,20-25,>1.0%,True,12.859304084720124
NVDA,2025-11-18,183.62,181.39,181.36,1.2144646552663207,-0.016538949225410837,failed_recovery,24.69,20-25,>1.0%,True,10.32171581769438
NVDA,2025-11-19,187.84,182.82,186.76,2.67248722316866,2.1551252598183996,partial_recovery,23.66,20-25,>1.0%,True,4.171729445119486
NVDA,2025-11-20,195.58,181.71,180.9,7.09172717046733,-0.44576523031203685,failed_recovery,26.42,>=25,>1.0%,True,11.665257819103978
NVDA,2025-11-21,181.29,178.6,178.93,1.4838104694136454,0.1847704367301302,failed_recovery,23.43,20-25,>1.0%,True,11.317183951551861
NVDA,2025-11-24,183.12,181.83,182.54,0.7044560943643469,0.390474619149744,partial_recovery,20.52,20-25,0.5-1.0%,True,12.419974391805379
NVDA,2025-11-25,175.28,169.9,177.78,3.0693747147421244,4.638022366097702,full_recovery,18.56,<20,>1.0%,True,9.551656920077978
NVDA,2025-11-26,181.72,180.12,180.17,0.88047545674664,0.02775927159670383,failed_recovery,17.19,<20,0.5-1.0%,True,7.381465517241366
NVDA,2025-11-28,178.24,175.06,176.56,1.7841113105924633,0.8568490803153205,weak_recovery,16.35,<20,>1.0%,True,4.997094712376522
NVDA,2025-12-01,180.0,179.16,179.92,0.4666666666666685,0.4242018307657909,partial_recovery,17.24,<20,<0.5%,True,5.443425076452581
NVDA,2025-12-02,185.54,181.07,181.3,2.4091840034493903,0.12702269840394223,failed_recovery,16.59,<20,>1.0%,True,3.7703016241299223
NVDA,2025-12-03,182.44,179.89,179.63,1.3977197982898548,-0.14453277002612203,failed_recovery,16.08,<20,>1.0%,True,3.0741410488246026
NVDA,2025-12-04,184.27,181.65,183.4,1.4218266673902449,0.9633911368015413,partial_recovery,15.78,<20,>1.0%,False,1.8656716417910384
NVDA,2025-12-05,183.34,181.51,182.35,0.9981455219810257,0.46278441959120903,weak_recovery,15.41,<20,0.5-1.0%,True,2.3447401774397925
NVDA,2025-12-08,184.54,182.9,185.58,0.8886962176221884,1.4652815746309495,full_recovery,16.66,<20,0.5-1.0%,True,8.111615833874106
NVDA,2025-12-09,185.72,184.5,184.97,0.6569028645272447,0.25474254742547364,weak_recovery,16.93,<20,0.5-1.0%,False,1.620648259303719
NVDA,2025-12-10,184.49,182.36,183.74,1.1545341210905715,0.7567449001974091,partial_recovery,15.77,<20,>1.0%,True,6.851742468989959
NVDA,2025-12-11,178.68,177.23,180.94,0.8115066039847867,2.093325057834457,full_recovery,14.85,<20,0.5-1.0%,True,5.833861762840837
NVDA,2025-12-12,181.14,175.6,174.99,3.0584078613227295,-0.34738041002277065,failed_recovery,15.74,<20,>1.0%,True,5.993265993265997
NVDA,2025-12-15,178.42,176.81,176.28,0.9023652056944207,-0.2997568010859121,failed_recovery,16.5,<20,0.5-1.0%,True,4.828462515883099
NVDA,2025-12-16,177.49,176.1,177.52,0.7831427122654879,0.8063600227143759,full_recovery,16.48,<20,0.5-1.0%,False,0.12121212121211863
NVDA,2025-12-17,174.63,170.38,170.92,2.433717001660654,0.31693860781781436,failed_recovery,17.62,<20,>1.0%,True,6.917475728155344
NVDA,2025-12-18,176.15,173.73,174.01,1.3738291229066228,0.16116963103666676,failed_recovery,16.87,<20,>1.0%,True,4.256526674233825
NVDA,2025-12-19,180.71,179.74,180.99,0.536771623042443,0.6954489818626906,full_recovery,14.91,<20,0.5-1.0%,True,11.618257261410793
NVDA,2025-12-22,184.16,182.79,183.6,0.7439183318853195,0.44313146233382694,partial_recovery,14.08,<20,0.5-1.0%,True,5.56673373574782
NVDA,2025-12-24,188.48,187.11,188.32,0.7268675721561842,0.6466784244561912,partial_recovery,13.47,<20,0.5-1.0%,True,3.785714285714281
NVDA,2025-12-26,192.19,190.46,190.53,0.9001508923461105,0.03675312401553774,failed_recovery,13.6,<20,0.5-1.0%,False,0.9651076466221159
NVDA,2025-12-29,187.74,186.79,188.23,0.5060189623948104,0.7709192140906889,full_recovery,14.2,<20,0.5-1.0%,True,4.411764705882351
NVDA,2025-12-30,188.51,187.7,187.55,0.4296854278287636,-0.07991475759188987,failed_recovery,14.33,<20,<0.5%,False,0.9154929577464844
NVDA,2025-12-31,189.14,188.5,186.49,0.3383736914454829,-1.0663129973474752,failed_recovery,14.95,<20,<0.5%,True,4.326587578506624
NVDA,2026-01-02,192.24,189.08,188.81,1.6437786100707432,-0.1427966998096098,failed_recovery,14.51,<20,>1.0%,True,2.943143812709027
NVDA,2026-01-05,190.89,187.0,188.11,2.037822829902031,0.593582887700542,weak_recovery,14.9,<20,>1.0%,True,2.687801516195731
NVDA,2026-01-06,192.09,188.13,187.27,2.0615336560987076,-0.45713070748949414,failed_recovery,14.75,<20,>1.0%,False,1.0067114093959755
NVDA,2026-01-07,191.37,189.58,189.24,0.9353608193551718,-0.17934381263846577,failed_recovery,15.38,<20,0.5-1.0%,True,4.271186440677972
NVDA,2026-01-08,186.95,183.83,185.09,1.6688954265846359,0.6854158733612526,weak_recovery,15.45,<20,>1.0%,False,0.45513654096227896
NVDA,2026-01-09,185.7,184.64,184.85,0.5708131394722683,0.11373483535529028,failed_recovery,14.49,<20,0.5-1.0%,True,6.213592233009703
NVDA,2026-01-13,188.11,184.59,185.81,1.8712455478177716,0.6609242104122645,weak_recovery,15.98,<20,>1.0%,True,5.6878306878306955
NVDA,2026-01-14,182.63,181.38,183.21,0.6844439577287412,1.0089315249751971,full_recovery,16.75,<20,0.5-1.0%,True,4.818523153942425
NVDA,2026-01-15,189.05,188.15,187.14,0.47606453319228015,-0.5368057401009935,failed_recovery,15.84,<20,<0.5%,True,5.432835820895524
NVDA,2026-01-16,189.48,187.43,186.22,1.0819083808317411,-0.6455743477564999,failed_recovery,15.86,<20,>1.0%,False,0.12626262626262355
NVDA,2026-01-20,181.93,179.27,178.21,1.4621008080030762,-0.5912868857031306,failed_recovery,20.09,20-25,>1.0%,True,6.634819532908705
NVDA,2026-01-21,183.74,179.2,183.34,2.470882769130304,2.3102678571428656,partial_recovery,16.9,<20,>1.0%,True,15.878546540567454
NVDA,2026-01-22,186.17,184.42,184.85,0.9400010742869421,0.23316343129812755,failed_recovery,15.64,<20,0.5-1.0%,True,7.455621301775136
NVDA,2026-01-23,188.35,187.14,187.67,0.6424210246880849,0.28321043069359897,weak_recovery,16.09,<20,0.5-1.0%,True,2.8772378516623993
NVDA,2026-01-26,187.77,185.99,186.38,0.9479682590403158,0.20968869294047335,failed_recovery,16.15,<20,0.5-1.0%,False,0.3729024238657472
NVDA,2026-01-27,190.0,188.9,188.53,0.5789473684210497,-0.19587083112758313,failed_recovery,16.35,<20,0.5-1.0%,False,1.2383900928792748
NVDA,2026-01-28,192.35,190.17,191.53,1.1333506628541756,0.7151496029868085,partial_recovery,16.35,<20,>1.0%,False,0.0
NVDA,2026-01-29,190.84,188.02,192.43,1.4776776357157793,2.3454951600893503,full_recovery,16.88,<20,>1.0%,True,3.241590214067263
NVDA,2026-01-30,194.49,190.49,191.28,2.0566610108488868,0.41471993280486746,failed_recovery,17.44,<20,>1.0%,True,3.31753554502371
NVDA,2026-02-03,187.1,186.0,186.89,0.5879208979155501,0.47849462365590667,partial_recovery,18.0,<20,0.5-1.0%,True,10.159118727050185
NVDA,2026-02-04,180.5,179.45,179.47,0.5817174515235519,0.011145165784346744,failed_recovery,18.64,<20,0.5-1.0%,True,3.555555555555559
NVDA,2026-02-05,178.17,176.93,174.03,0.6959645282595166,-1.6390662974057568,failed_recovery,21.77,20-25,0.5-1.0%,True,16.791845493562228
NVDA,2026-02-06,182.99,175.48,177.1,4.104049401606655,0.9231821290175545,failed_recovery,17.76,<20,>1.0%,True,18.419843821773075
NVDA,2026-02-09,192.44,182.82,184.02,4.998960715028064,0.6563833278634816,failed_recovery,17.36,<20,>1.0%,True,2.252252252252264
NVDA,2026-02-10,190.32,189.18,188.6,0.5989911727616575,-0.3065863199069735,failed_recovery,17.79,<20,0.5-1.0%,True,2.4769585253456206
NVDA,2026-02-11,192.17,190.36,190.03,0.9418743820575396,-0.17335574700568002,failed_recovery,17.65,<20,0.5-1.0%,False,0.7869589657110768
NVDA,2026-02-12,191.97,188.53,186.9,1.79194665833203,-0.8645838858537079,failed_recovery,20.82,20-25,>1.0%,True,17.960339943342788
NVDA,2026-02-13,185.17,183.45,182.77,0.9288761678457628,-0.37067320795856007,failed_recovery,20.6,20-25,0.5-1.0%,False,1.056676272814596
NVDA,2026-02-17,184.58,183.57,185.02,0.5471882110737996,0.7898894154818419,full_recovery,20.29,20-25,0.5-1.0%,True,4.29245283018868
NVDA,2026-02-18,190.36,188.65,187.83,0.8982979617566756,-0.43466737344288003,failed_recovery,19.62,<20,0.5-1.0%,True,3.30211927057663
NVDA,2026-02-19,188.42,185.78,187.88,1.401125145950529,1.1303692539562893,partial_recovery,20.23,20-25,>1.0%,True,3.109072375127418
NVDA,2026-02-20,190.32,187.62,189.8,1.4186633039091996,1.1619230359236792,partial_recovery,19.09,<20,>1.0%,True,5.6351952545724195
NVDA,2026-02-23,193.45,189.71,191.63,1.9333161023520191,1.0120710558220376,partial_recovery,21.01,20-25,>1.0%,True,10.05762179151389
NVDA,2026-02-25,197.31,196.59,195.87,0.36490801277177987,-0.3662444681825112,failed_recovery,17.93,<20,<0.5%,True,8.286445012787729
NVDA,2026-02-26,189.7,184.85,184.86,2.5566684238270927,0.005409791723029119,failed_recovery,18.63,<20,>1.0%,True,3.9040713887339615
NVDA,2026-02-27,182.58,178.64,177.14,2.157958155329185,-0.839677563815495,failed_recovery,19.86,<20,>1.0%,True,6.6022544283413875
NVDA,2026-03-02,183.17,180.25,182.34,1.594147513239061,1.159500693481278,partial_recovery,21.44,20-25,>1.0%,True,7.955689828801621
NVDA,2026-03-03,180.64,178.97,180.04,0.9244906997342712,0.597865564061012,partial_recovery,23.57,20-25,0.5-1.0%,True,9.934701492537307
NVDA,2026-03-04,183.63,182.18,182.89,0.7896313238577513,0.3897244483477767,weak_recovery,21.15,20-25,0.5-1.0%,True,10.26728892660162
NVDA,2026-03-05,184.05,177.87,183.32,3.357783211083948,3.064035531567993,partial_recovery,23.75,20-25,>1.0%,True,12.293144208037834
NVDA,2026-03-06,182.75,180.51,177.68,1.225718194254451,-1.5677801783834604,failed_recovery,29.49,>=25,>1.0%,True,24.168421052631572
NVDA,2026-03-09,180.12,176.5,182.63,2.0097712636020457,3.4730878186968814,full_recovery,25.5,>=25,>1.0%,True,13.530010172939974
NVDA,2026-03-10,186.43,185.04,184.75,0.7455881564126025,-0.15672287073064856,failed_recovery,24.93,20-25,0.5-1.0%,True,2.2352941176470598
NVDA,2026-03-11,187.62,185.25,186.01,1.2631915574032644,0.4102564102564053,weak_recovery,24.23,20-25,>1.0%,True,2.807862013638184
NVDA,2026-03-12,184.38,183.54,183.01,0.4555808656036465,-0.28876539174022076,failed_recovery,27.29,>=25,<0.5%,True,12.628972348328512
NVDA,2026-03-13,185.1,180.72,180.26,2.3662884927066425,-0.2545374059318326,failed_recovery,,unknown,>1.0%,False,0.0
NVDA,2026-03-16,184.94,183.63,183.13,0.7083378392992334,-0.2722866633992267,failed_recovery,,unknown,0.5-1.0%,False,0.0
NVDA,2026-03-17,183.59,181.74,181.96,1.007680156871286,0.12105205238252385,failed_recovery,,unknown,>1.0%,False,0.0
NVDA,2026-03-18,183.38,181.83,180.35,0.8452393936088903,-0.8139470934389363,failed_recovery,,unknown,0.5-1.0%,False,0.0
PLTR,2025-02-03,82.84,81.79,83.92,1.267503621438915,2.604230346008064,full_recovery,,unknown,>1.0%,False,0.0
PLTR,2025-02-04,106.69,100.62,103.83,5.689380448026988,3.1902206320810906,partial_recovery,,unknown,>1.0%,False,0.0
PLTR,2025-02-05,103.31,99.76,101.35,3.4362598006001326,1.5938251804330283,weak_recovery,,unknown,>1.0%,False,0.0
PLTR,2025-02-06,108.68,107.23,111.31,1.3341921236658105,3.8049053436538265,full_recovery,,unknown,>1.0%,False,0.0
