ticker,earnings_date,time_of_day,event_day,prior_close,event_open,event_close,gap_pct,eps_surprise_pct,rev_surprise_pct,first_bar_holds,first_bar_strong,drift_1d,drift_2d,drift_3d,drift_5d,drift_10d,vix_on_day,gap_midpoint,year,direction
AVGO,2022-11-10,AMC,2022-11-11,47.9325,47.765,49.0225,-0.3494,,,False,False,1.3128,3.5237,1.0186,1.6957,3.0874,25.74,47.8487,2022,DOWN
AVGO,2023-02-09,AMC,2023-02-10,57.1904,56.8946,56.6026,-0.5172,,,True,True,0.2853,0.4838,1.3814,-0.6373,-2.329,22.55,57.0425,2023,DOWN
AVGO,2023-05-02,AMC,2023-05-03,58.8446,59.2828,58.9272,0.7447,,,True,False,-0.356,2.9036,2.7305,2.2749,7.3701,21.29,59.0637,2023,UP
AVGO,2023-07-21,AMC,2023-07-24,86.6349,87.0261,87.1024,0.4516,,,True,True,2.3685,-0.4082,-0.3591,0.2118,0.0345,16.26,86.8305,2023,UP
AVGO,2023-10-17,AMC,2023-10-18,85.9071,85.4748,86.1625,-0.5032,,,False,False,-1.8736,-3.4792,-2.5079,-3.9315,-3.5572,20.47,85.6909,2023,DOWN
AVGO,2024-01-02,AMC,2024-01-03,105.9142,104.4329,103.299,-1.3986,,,True,True,-3.3509,-3.326,-0.9702,-0.4432,5.3926,16.04,105.1736,2024,DOWN
AVGO,2024-03-21,AMC,2024-03-22,132.1016,132.2976,132.6377,0.1484,,,True,False,0.2656,-1.2248,-2.1714,0.1677,-0.8828,15.3,132.1996,2024,UP
AVGO,2024-06-17,AMC,2024-06-18,179.226,180.2765,176.6437,0.5862,,,False,False,-5.1567,-9.3085,-12.6638,-12.6753,-5.1485,14.69,179.7512,2024,UP
AVGO,2024-09-19,AMC,2024-09-20,165.1309,164.8942,168.7606,-0.1434,,,False,False,3.2971,4.432,4.8381,3.1478,5.5071,18.94,165.0125,2024,DOWN
AVGO,2024-12-12,AMC,2024-12-13,178.1899,210.9754,221.7264,18.3992,1.1547,-4.0471,True,True,38.3815,32.9735,23.7795,22.213,30.749,17.15,194.5826,2024,UP
AVGO,2025-03-06,AMC,2025-03-07,177.4707,185.6593,192.8096,4.6141,-14.6744,7.9117,True,True,2.7863,5.9292,8.2363,8.9663,7.1273,22.59,181.565,2025,UP
AVGO,2025-06-12,AMC,2025-06-13,254.0119,248.6453,246.7011,-2.1127,0.7435,-0.9976,True,True,-1.5504,-2.6165,-1.8784,-0.6649,7.8997,22.62,251.3286,2025,DOWN
AVGO,2025-09-04,AMC,2025-09-05,304.3544,353.7511,332.9803,16.23,13.5865,9.3072,True,False,12.9206,9.9869,20.7351,17.5661,12.6887,18.42,329.0528,2025,UP
AVGO,2025-12-11,AMC,2025-12-12,404.7449,378.4405,358.4906,-6.499,15.5354,8.6894,True,True,-16.3792,-16.0125,-19.7726,-16.2438,-13.8572,19.25,391.5927,2025,DOWN
AVGO,2026-03-05,AMC,2026-03-06,332.0734,327.5928,329.7882,-1.3493,19.5159,-2.7074,True,True,3.9006,2.948,2.6445,-3.1884,-6.6893,27.56,329.8331,2026,DOWN
BA,2022-01-24,BMO,2022-01-24,205.44,199.85,204.2,-2.721,,,True,False,-0.6523,-5.4371,-7.6373,-2.5312,3.1542,30.82,202.645,2022,DOWN
BA,2022-04-27,BMO,2022-04-27,167.04,161.25,154.46,-3.4662,,,True,False,-7.6748,-10.8956,-11.0333,-6.0285,-22.5395,32.2,164.145,2022,DOWN
BA,2022-07-18,BMO,2022-07-18,147.74,153.31,147.72,3.7701,,,False,False,5.6789,7.2018,9.2527,6.0241,14.4375,27.82,150.525,2022,UP
BA,2022-10-13,BMO,2022-10-13,130.42,126.5,132.4,-3.0057,,,False,False,2.0932,4.3475,5.3059,6.6784,7.1615,31.8,128.46,2022,DOWN
BA,2023-01-10,BMO,2023-01-10,208.57,203.9,206.69,-2.2391,,,True,False,-0.2589,2.7569,2.6658,0.4027,1.9706,22.74,206.235,2023,DOWN
BA,2023-04-14,BMO,2023-04-14,213.59,202.59,201.71,-5.1501,,,True,False,-4.0077,-2.4439,-2.2847,-3.9515,-3.1884,20.03,208.09,2023,DOWN
BA,2023-07-14,BMO,2023-07-14,216.85,217.0,213.12,0.0692,,,False,False,-2.2965,-2.4349,-3.8045,-2.3288,10.0715,16.04,216.925,2023,UP
BA,2023-10-13,BMO,2023-10-13,191.3,186.27,184.91,-2.6294,,,True,True,-3.3299,-2.9796,-2.9326,-5.886,-6.069,20.57,188.785,2023,DOWN
BA,2024-01-16,BMO,2024-01-16,217.7,210.07,200.52,-3.5048,,,True,True,-6.7249,-2.7974,-1.231,-2.848,-7.9283,15.74,213.885,2024,DOWN
BA,2024-04-24,BMO,2024-04-24,169.18,176.5,164.33,4.3268,,,False,False,-1.4009,-1.1585,2.5476,1.3477,6.6024,16.84,172.84,2024,UP
BA,2024-08-02,BMO,2024-08-02,178.31,175.22,169.95,-1.7329,,,True,True,-6.3261,-7.4421,-8.4516,-5.8325,0.9422,23.34,176.765,2024,DOWN
BA,2024-10-23,BMO,2024-10-23,159.88,160.0,157.06,0.0751,24.1379,-4.9914,False,False,-2.9272,-3.046,-5.7481,-3.4964,-7.956,20.04,159.94,2024,UP
BA,2025-01-28,BMO,2025-01-28,175.16,181.31,177.78,3.5111,-28.1553,7.475,True,False,-0.8564,2.4949,0.7764,0.6109,3.0144,18.13,178.235,2025,UP
BA,2025-04-23,BMO,2025-04-23,162.52,174.0,172.37,7.0637,-26.8519,-3.7152,True,False,8.4543,9.4942,12.1708,12.7492,14.1767,28.02,168.26,2025,UP
BA,2025-07-23,BMO,2025-07-23,228.48,230.32,233.88,0.8053,-22.2222,-3.0741,True,True,1.2211,2.0046,3.4708,-1.1555,-1.5056,18.56,229.4,2025,UP
BA,2025-10-22,BMO,2025-10-22,217.26,216.68,216.59,-0.267,-8.7719,1.3471,True,False,0.2347,1.8825,2.642,-1.6938,-9.0399,20.31,216.97,2025,DOWN
BA,2026-01-28,BMO,2026-01-28,244.56,244.09,241.59,-0.1922,-22.0588,-0.3243,True,False,-4.3016,-4.4324,-4.7187,-3.5206,-3.3939,19.3,244.325,2026,DOWN
BABA,2022-01-20,BMO,2022-01-20,121.314,128.9401,124.4385,6.2862,,,True,False,-3.5306,-5.7695,-6.7324,-12.4863,-3.3427,27.25,125.1271,2022,UP
BABA,2022-04-29,BMO,2022-04-29,86.3368,96.4225,92.2059,11.6819,,,True,False,11.3299,10.4169,11.5499,-0.946,-3.212,33.18,91.3797,2022,UP
BABA,2022-07-29,BMO,2022-07-29,95.4918,89.4803,84.8743,-6.2954,,,True,True,-10.1542,-7.8866,-4.8036,-7.9463,-5.7484,23.79,92.4861,2022,DOWN
BABA,2022-10-24,BMO,2022-10-24,68.549,60.2012,59.9732,-12.1779,,,True,False,-12.4134,-5.0845,-8.7836,-11.9146,-3.422,30.33,64.3751,2022,DOWN
BABA,2023-01-30,BMO,2023-01-30,112.4249,106.0714,105.6061,-5.6513,,,True,True,-6.91,-4.6967,-7.2985,-10.9224,-11.48,21.37,109.2482,2023,DOWN
BABA,2023-05-09,BMO,2023-05-09,79.1191,76.4932,78.0839,-3.3189,,,True,False,-0.4321,5.4975,2.4367,6.5418,-0.5161,21.17,77.8061,2023,DOWN
BABA,2023-08-10,BMO,2023-08-10,90.0786,93.3645,94.2192,3.6479,,,True,False,0.9172,-1.4655,-3.437,-4.428,-6.0517,18.16,91.7215,2023,UP
BABA,2023-11-16,BMO,2023-11-16,82.6899,75.5197,75.1304,-8.6712,,,True,True,-10.8763,-9.8886,-9.3373,-9.8541,-15.0224,16.14,79.1048,2023,DOWN
BABA,2024-02-07,BMO,2024-02-07,75.2934,71.7563,70.8757,-4.6977,,,True,True,-9.5232,-7.9381,-6.5065,-6.1869,-2.6972,14.85,73.5248,2024,DOWN
BABA,2024-05-14,BMO,2024-05-14,81.4242,76.6601,76.5253,-5.8511,,,True,False,-4.2672,2.4823,4.6572,1.8085,-6.5485,14.7,79.0421,2024,DOWN
BABA,2024-08-05,BMO,2024-08-05,76.1627,72.7996,75.7005,-4.4157,,,True,False,0.581,0.4906,3.6927,4.4674,8.3409,33.71,74.4811,2024,DOWN
BABA,2024-11-15,BMO,2024-11-15,89.0745,88.7008,87.1175,-0.4195,-0.3344,-3.1849,True,True,-1.3579,-3.8309,-4.2062,-8.2248,-5.1115,17.81,88.8876,2024,DOWN
BABA,2025-02-20,BMO,2025-02-20,123.6993,135.5195,133.7101,9.5556,17.931,-1.6967,True,False,14.2778,2.5837,6.5347,8.5539,11.2569,18.01,129.6094,2025,UP
BABA,2025-05-15,BMO,2025-05-15,131.822,124.1418,121.8407,-5.8262,-0.8772,7.8945,True,True,-7.9,-8.273,-6.6318,-9.3771,-15.0765,20.25,127.9819,2025,DOWN
BABA,2025-08-14,BMO,2025-08-14,126.86,123.73,122.28,-2.4673,20.1754,-3.0153,True,True,-4.4143,-4.304,-5.4154,-6.9131,-5.7465,18.49,125.295,2025,DOWN
BABA,2025-11-14,BMO,2025-11-14,159.84,156.94,153.8,-1.8143,14.6341,7.1125,True,True,-1.3326,-0.0751,-0.5943,-4.3231,2.7653,21.58,158.39,2025,DOWN
BABA,2026-02-19,BMO,2026-02-19,155.77,155.225,154.27,-0.3499,13.7681,2.0054,True,True,-0.8474,-1.9195,-1.7076,-4.956,-16.3189,21.88,155.4975,2026,DOWN
BIDU,2022-01-20,BMO,2022-01-20,154.48,162.92,162.03,5.4635,,,True,False,1.5277,-3.515,-2.2721,-6.9588,-0.1036,27.25,158.7,2022,UP
BIDU,2022-04-29,BMO,2022-04-29,120.55,130.69,124.17,8.4114,,,True,False,6.0639,5.8233,9.4567,-3.1439,-2.9946,33.18,125.62,2022,UP
BIDU,2022-07-29,BMO,2022-07-29,140.6,133.07,136.57,-5.3556,,,True,False,-3.9758,-4.5804,-2.8236,-1.9772,-0.1707,23.79,136.835,2022,DOWN
BIDU,2022-11-04,BMO,2022-11-04,78.15,85.16,85.2,8.9699,,,True,True,8.7908,9.0083,1.7019,14.4722,22.8023,26.39,81.655,2022,UP
BIDU,2023-02-07,BMO,2023-02-07,142.82,159.15,160.22,11.434,,,True,True,6.6657,3.676,-2.6817,4.3761,-3.991,20.78,150.985,2023,UP
BIDU,2023-05-17,BMO,2023-05-17,132.68,128.0,130.52,-3.5273,,,True,False,-5.9843,-6.331,-5.0724,-10.2276,-1.4245,20.05,130.34,2023,DOWN
BIDU,2023-08-22,BMO,2023-08-22,124.92,129.42,128.36,3.6023,,,True,True,6.0759,7.2767,7.1326,12.6401,13.5607,18.72,127.17,2023,UP
BIDU,2023-11-22,BMO,2023-11-22,113.42,115.82,120.12,2.116,,,True,True,8.7992,9.3282,5.4752,4.62,2.0808,15.48,114.62,2023,UP
BIDU,2024-02-28,BMO,2024-02-28,112.36,107.85,103.31,-4.0139,,,True,True,-9.8167,-7.4226,-10.3596,-11.5522,-3.9783,15.22,110.105,2024,DOWN
BIDU,2024-05-21,BMO,2024-05-21,108.87,105.75,105.14,-2.8658,,,True,True,-5.9337,-6.8338,-7.8901,-9.5527,-10.5355,13.95,107.31,2024,DOWN
BIDU,2024-08-22,BMO,2024-08-22,89.74,87.45,85.79,-2.5518,,,True,True,-4.5019,-3.9224,-5.4825,-6.5968,-9.7281,19.36,88.595,2024,DOWN
BIDU,2024-11-21,BMO,2024-11-21,86.75,82.65,81.63,-4.7262,1.8072,1.0393,True,False,-7.4006,-4.7032,-3.7349,-1.9597,-0.3689,18.18,84.7,2024,DOWN
BIDU,2025-02-27,BMO,2025-02-27,89.16,89.68,88.26,0.5832,-22.9787,1.7292,False,False,-3.0395,-5.4284,-2.2544,4.7443,5.7201,21.22,89.42,2025,UP
BIDU,2025-05-22,BMO,2025-05-22,85.48,84.56,84.07,-1.0763,8.2353,1.647,True,True,-1.9537,-1.825,-2.679,-4.1881,0.386,22.32,85.02,2025,DOWN
BIDU,2025-08-21,BMO,2025-08-21,86.76,86.67,87.61,-0.1037,2.4658,7.5404,False,False,3.746,5.959,6.5929,4.8525,17.5196,19.41,86.715,2025,DOWN
BIDU,2025-11-20,BMO,2025-11-20,115.49,116.96,110.45,1.2728,-5.3571,2.2846,False,False,-3.9311,3.2211,2.0694,1.2122,8.806,25.76,116.225,2025,UP
BIDU,2026-02-26,BMO,2026-02-26,132.65,129.2,125.15,-2.6008,2.4631,9.7796,True,True,-6.1892,-6.8526,-10.5089,-11.0969,-7.1542,20.81,130.925,2026,DOWN
C,2022-01-14,BMO,2022-01-14,58.1243,56.049,57.3954,-3.5704,,,True,False,-3.6589,-5.2228,-4.8982,-7.4948,-3.9245,22.82,57.0866,2022,DOWN
C,2022-04-13,BMO,2022-04-13,43.5087,42.5926,43.3445,-2.1057,,,True,False,1.172,3.9134,5.1251,4.5491,-0.6357,25.54,43.0507,2022,DOWN
C,2022-07-15,BMO,2022-07-15,38.5431,41.0404,43.6426,6.4794,,,True,True,13.4346,18.1015,18.8265,17.6031,18.7399,27.08,39.7917,2022,UP
C,2022-10-04,BMO,2022-10-04,37.5299,38.4205,39.1612,2.3731,,,True,True,3.0075,1.1748,-0.8693,-4.9577,3.7359,29.67,37.9752,2022,UP
C,2023-01-04,BMO,2023-01-04,40.8365,41.5144,41.8891,1.6601,,,True,True,2.1188,3.3421,3.8445,6.4002,7.8418,23.81,41.1754,2023,UP
C,2023-04-14,BMO,2023-04-14,42.6085,43.3922,44.6443,1.8393,,,True,True,5.0529,5.8774,6.5539,3.6575,0.6047,20.03,43.0003,2023,UP
C,2023-07-14,BMO,2023-07-14,43.4217,44.1502,41.664,1.6779,,,False,False,-2.9782,-1.3842,-0.3356,-1.3213,-0.5663,16.04,43.7859,2023,UP
C,2023-10-13,BMO,2023-10-13,38.2597,39.5771,38.1676,3.4433,,,False,False,-1.3966,-0.7946,-2.5524,-4.4546,-7.922,20.57,38.9184,2023,UP
C,2024-01-11,BMO,2024-01-11,49.4791,48.378,48.6019,-2.2256,,,True,False,-0.7544,-2.169,-3.1309,-2.8291,1.226,14.56,48.9286,2024,DOWN
C,2024-04-12,BMO,2024-04-12,57.1963,58.6849,56.2259,2.6025,,,False,False,-3.5414,-6.0781,-4.1838,-2.5861,3.212,18.2,57.9406,2024,UP
C,2024-07-16,BMO,2024-07-16,61.9031,61.77,63.9272,-0.2149,,,False,False,3.7918,-0.3838,0.0,-0.7369,1.1207,14.91,61.8365,2024,DOWN
C,2024-10-15,BMO,2024-10-15,63.3334,64.0434,60.1001,1.121,0.0,9.3598,False,False,-2.6663,-3.0904,-4.7872,-3.7116,-1.9997,20.8,63.6884,2024,UP
C,2025-01-15,BMO,2025-01-15,71.1451,73.7586,75.7622,3.6735,21.6867,-0.5494,True,True,6.8163,8.8299,11.1156,11.5374,11.3741,18.23,72.4518,2025,UP
C,2025-04-15,BMO,2025-04-15,61.6182,62.5636,62.7001,1.5343,16.7347,-4.1425,True,False,-1.7716,0.0474,-0.8383,4.8719,8.162,29.0,62.0909,2025,UP
C,2025-07-15,BMO,2025-07-15,85.965,87.0948,89.1285,1.3143,25.5319,9.4117,True,True,2.88,6.3886,6.8,7.4286,7.9772,20.06,86.5299,2025,UP
C,2025-10-14,BMO,2025-10-14,95.035,94.3131,98.7336,-0.7596,17.8571,-1.4719,False,False,3.8293,0.1665,1.0094,2.2373,5.5047,22.03,94.6741,2025,DOWN
C,2026-01-14,BMO,2026-01-14,115.6969,117.2986,111.8271,1.3844,-22.8814,4.2907,False,False,0.9974,1.4961,-3.0095,-0.5503,-0.9458,19.37,116.4978,2026,UP
COIN,2022-02-01,AMC,2022-02-02,197.73,195.81,187.37,-0.971,,,True,True,-8.3043,-1.6639,4.051,8.4813,5.1737,25.14,196.77,2022,DOWN
